dataset,prob,run,word,Group,label,block,loss,type,acc,acc_log
ESEN,100-00,3,londa,MONO,ES+,3,5.845595836639404,prod,0.00289260915200612,-5.845596363391972
ESEN,100-00,3,gunfo,MONO,ES-,3,6.541337966918945,prod,0.0014425567716731486,-6.541338203910607
ESEN,100-00,3,pusta,MONO,ES+,3,6.6441521644592285,prod,0.0013016110111731013,-6.644152542374039
ESEN,100-00,3,ronta,MONO,ES+,3,4.941522598266602,prod,0.007143714846892206,-4.94152235125325
ESEN,100-00,3,fosta,MONO,ES+,3,5.648168087005615,prod,0.003523968662490898,-5.64816746354397
ESEN,100-00,3,gurfo,MONO,ES-,3,7.192983627319336,prod,0.00075184240428081,-7.192983824752558
ESEN,100-00,3,bulmo,MONO,ES-,3,6.865490436553955,prod,0.0010431703969592434,-6.865490744342489
ESEN,100-00,3,rirbo,MONO,ES-,3,8.17857837677002,prod,0.0002806007777515372,-8.178577618555146
ESEN,100-00,3,sumne,MONO,ES-,3,7.218348503112793,prod,0.000733012129250169,-7.2183483088063864
ESEN,100-00,3,gulbe,MONO,ES-,3,7.261256217956543,prod,0.0007022255153148646,-7.261255958639925
ESEN,100-00,3,sulbe,MONO,ES-,3,6.847124099731445,prod,0.001062507543621509,-6.847123557311839
ESEN,100-00,3,larta,MONO,ES+,3,5.797640323638916,prod,0.0030347067726231238,-5.797640474418916
ESEN,100-00,3,polta,MONO,ES+,4,4.642730712890625,prod,0.009631363743374116,-4.6427304491408865
ESEN,100-00,3,dagmo,MONO,ES-,4,5.3229660987854,prod,0.004878262718041089,-5.322966122901684
ESEN,100-00,3,lenda,MONO,ES+,4,4.699685096740723,prod,0.0090981421386774,-4.6996850468878435
ESEN,100-00,3,sulbe,MONO,ES-,4,5.44950532913208,prod,0.004298429403023353,-5.449505578115364
ESEN,100-00,3,bulmo,MONO,ES-,4,5.509633541107178,prod,0.004047592611291186,-5.509632991564633
ESEN,100-00,3,malga,MONO,ES+,4,5.893240928649902,prod,0.0027580237863380824,-5.893240875160153
ESEN,100-00,3,gulbe,MONO,ES-,4,5.4553751945495605,prod,0.004273271908368109,-5.455375490277853
ESEN,100-00,3,sasta,MONO,ES+,4,5.505331039428711,prod,0.004065044680611021,-5.505330544502543
ESEN,100-00,3,relta,MONO,ES+,4,5.000362873077393,prod,0.006735500062050409,-5.000363223613209
ESEN,100-00,3,sonto,MONO,ES+,4,4.491082668304443,prod,0.011208504492756868,-4.491082459115603
ESEN,100-00,3,pusta,MONO,ES+,4,6.018694877624512,prod,0.0024328403816732853,-6.0186958228925755
ESEN,100-00,3,rerta,MONO,ES+,4,5.135100841522217,prod,0.005886454810453737,-5.1351013622862025
ESEN,100-00,3,mulmo,MONO,ES-,4,4.721710205078125,prod,0.00889994284760913,-4.721710423881613
ESEN,100-00,3,dumle,MONO,ES-,4,5.262716293334961,prod,0.005181210693163232,-5.262716525471186
ESEN,100-00,3,mupto,MONO,ES-,4,7.122136116027832,prod,0.0008070408575200655,-7.122136262078693
ESEN,100-00,3,tunta,MONO,ES+,4,5.555797576904297,prod,0.003864982470389451,-5.555798132427952
ESEN,100-00,3,tista,MONO,ES+,4,7.025579929351807,prod,0.0008888515044212917,-7.02558037304901
ESEN,100-00,3,sumne,MONO,ES-,4,4.901928424835205,prod,0.007432239550908689,-4.901928045628817
ESEN,100-00,3,donte,MONO,ES+,4,4.785630702972412,prod,0.008348849654127213,-4.785631515582765
ESEN,100-00,3,rimpo,MONO,ES-,4,5.528510093688965,prod,0.003971901523145517,-5.528510325869518
ESEN,100-00,3,rulgo,MONO,ES-,4,6.040969371795654,prod,0.002379251491316347,-6.04096934021099
ESEN,100-00,3,ripso,MONO,ES-,4,6.126559734344482,prod,0.002184082230758655,-6.126559570362006
ESEN,100-00,3,sutno,MONO,ES-,4,5.215616226196289,prod,0.005431087847465211,-5.2156158248687134
ESEN,100-00,3,respa,MONO,ES+,4,6.286708831787109,prod,0.0018608742207999413,-6.286708890494921
ESEN,100-00,3,mimbo,MONO,ES-,4,5.5474090576171875,prod,0.003897543006958474,-5.547408922594576
ESEN,100-00,3,penra,MONO,ES+,4,6.594391822814941,prod,0.0013680180143264599,-6.594392291501185
ESEN,100-00,3,denra,MONO,ES+,4,6.2027363777160645,prod,0.0020238839532308603,-6.202736864560899
ESEN,100-00,3,terta,MONO,ES+,4,5.484306812286377,prod,0.004151414121831517,-5.484306250533834
ESEN,100-00,3,talta,MONO,ES+,4,5.70526647567749,prod,0.0033283900169863785,-5.705266570285612
ESEN,100-00,3,gurfo,MONO,ES-,4,5.702391624450684,prod,0.0033379708403043743,-5.702392189459387
ESEN,100-00,3,gunfo,MONO,ES-,4,5.740110874176025,prod,0.0032144124335456276,-5.740110695834422
ESEN,100-00,3,tadmi,MONO,ES-,4,7.933066368103027,prod,0.0003586849404278907,-7.933066158060123
ESEN,100-00,3,londa,MONO,ES+,4,5.365837097167969,prod,0.00467354799600429,-5.365836753574259
ESEN,100-00,3,susbe,MONO,ES-,4,4.621350288391113,prod,0.009839495861479348,-4.621350802819958
ESEN,100-00,3,rirbo,MONO,ES-,4,6.978244781494141,prod,0.0009319372696483766,-6.978245052788148
ESEN,100-00,3,fosta,MONO,ES+,4,5.1993207931518555,prod,0.005520312701542459,-5.199320771467462
ESEN,100-00,3,ronta,MONO,ES+,4,5.014899730682373,prod,0.00663829653345588,-5.0148998945736745
ESEN,100-00,3,lesta,MONO,ES+,4,5.865621566772461,prod,0.0028352595862248704,-5.865621781188272
ESEN,100-00,3,perto,MONO,ES+,4,5.992905616760254,prod,0.002496400475852393,-5.992905394288961
ESEN,100-00,3,ranta,MONO,ES+,4,5.637445449829102,prod,0.003561955360386366,-5.63744562636996
ESEN,100-00,3,fimbe,MONO,ES-,4,6.379332065582275,prod,0.0016962555710038907,-6.379332062514684
ESEN,100-00,3,bipto,MONO,ES-,4,6.16680383682251,prod,0.002097931185980164,-6.166803569364754
ESEN,100-00,3,rutno,MONO,ES-,4,6.1423492431640625,prod,0.00214986736710355,-6.142349128464733
ESEN,100-00,3,bompu,MONO,ES-,4,6.716592788696289,prod,0.001210656730140244,-6.71659231442816
ESEN,100-00,3,larta,MONO,ES+,4,5.187002182006836,prod,0.005588738530139639,-5.187001682730489
ESEN,100-00,3,dutno,MONO,ES-,4,5.74625825881958,prod,0.0031947123809553542,-5.746258216815045
ESEN,100-00,3,derdo,MONO,ES+,4,6.042140007019043,prod,0.002376467491773261,-6.042140141038795
ESEN,100-00,3,nulpa,MONO,ES-,4,7.671830654144287,prod,0.0004657642086419631,-7.671831041933492
ESEN,100-00,3,pusta,MONO,ES+,5,5.020668983459473,prod,0.0066001104859464265,-5.020668889794961
ESEN,100-00,3,dagmo,MONO,ES-,5,5.2891645431518555,prod,0.005045973019017773,-5.2891647757815745
ESEN,100-00,3,mimbo,MONO,ES-,5,4.585539817810059,prod,0.010198241345193189,-4.585539990695378
ESEN,100-00,3,penra,MONO,ES+,5,5.107833385467529,prod,0.0060491721112984,-5.107833857410688
ESEN,100-00,3,ronta,MONO,ES+,5,4.294461727142334,prod,0.013643909114084137,-4.294462075684795
ESEN,100-00,3,rirbo,MONO,ES-,5,5.09984827041626,prod,0.006097671643110327,-5.099848278518804
ESEN,100-00,3,larta,MONO,ES+,5,4.433919906616211,prod,0.01186787390941814,-4.433920201027077
ESEN,100-00,3,perto,MONO,ES+,5,4.624908924102783,prod,0.009804549032224052,-4.624908814045413
ESEN,100-00,3,londa,MONO,ES+,5,4.605928897857666,prod,0.009992411980198259,-4.605929276004205
ESEN,100-00,3,lenda,MONO,ES+,5,5.15697717666626,prod,0.005759082380837327,-5.156977125847754
ESEN,100-00,3,gulbe,MONO,ES-,5,6.13385534286499,prod,0.0021682053481171374,-6.133855482123974
ESEN,100-00,3,nulpa,MONO,ES-,5,6.484500408172607,prod,0.0015269229783986746,-6.484500693835274
ESEN,100-00,3,susbe,MONO,ES-,5,4.013864517211914,prod,0.01806345021958655,-4.013864707180452
ESEN,100-00,3,derdo,MONO,ES+,5,4.5884575843811035,prod,0.010168533745146435,-4.588457253834354
ESEN,100-00,3,bipto,MONO,ES-,5,4.923588752746582,prod,0.007272983268758598,-4.923588718271805
ESEN,100-00,3,lesta,MONO,ES+,5,5.381213665008545,prod,0.004602233307953732,-5.381213591575848
ESEN,100-00,3,dutno,MONO,ES-,5,4.654945373535156,prod,0.009514431171356492,-4.654945562327259
ESEN,100-00,3,sonto,MONO,ES+,5,5.363373756408691,prod,0.004685073971411534,-5.363373574427809
ESEN,100-00,3,sasta,MONO,ES+,5,5.615321636199951,prod,0.003641635718526738,-5.615322325049765
ESEN,100-00,3,rerta,MONO,ES+,5,4.99260950088501,prod,0.006787926803551958,-4.992609714881031
ESEN,100-00,3,bulmo,MONO,ES-,5,5.488532066345215,prod,0.004133905038743703,-5.488532788778918
ESEN,100-00,3,terta,MONO,ES+,5,4.943243026733398,prod,0.007131434083715653,-4.943242931019654
ESEN,100-00,3,mulmo,MONO,ES-,5,6.349007606506348,prod,0.0017484815976316977,-6.349007526176395
ESEN,100-00,3,donte,MONO,ES+,5,4.493062973022461,prod,0.011186328801865814,-4.493062888962725
ESEN,100-00,3,malga,MONO,ES+,5,6.278532028198242,prod,0.00187615230373802,-6.278532246332039
ESEN,100-00,3,sulbe,MONO,ES-,5,5.548868656158447,prod,0.003891858454861749,-5.548868483546402
ESEN,100-00,3,gunfo,MONO,ES-,5,5.523566246032715,prod,0.003991587866133369,-5.523566165809081
ESEN,100-00,3,ripso,MONO,ES-,5,5.822157859802246,prod,0.002961207014076095,-5.822158318738102
ESEN,100-00,3,rutno,MONO,ES-,5,5.325811386108398,prod,0.0048644013816792455,-5.325811616818483
ESEN,100-00,3,dumle,MONO,ES-,5,5.675052642822266,prod,0.0034304886371419817,-5.675052568142565
ESEN,100-00,3,denra,MONO,ES+,5,5.563597202301025,prod,0.003834957664922792,-5.563596883357411
ESEN,100-00,3,sumne,MONO,ES-,5,5.440512180328369,prod,0.004337259278463861,-5.44051263300971
ESEN,100-00,3,ranta,MONO,ES+,5,5.045155048370361,prod,0.006440462194367286,-5.045154972129478
ESEN,100-00,3,tadmi,MONO,ES-,5,6.788913726806641,prod,0.0011261909749081024,-6.788914158931769
ESEN,100-00,3,fimbe,MONO,ES-,5,5.679096221923828,prod,0.0034166455609215447,-5.679096039376164
ESEN,100-00,3,relta,MONO,ES+,5,5.6976094245910645,prod,0.0033539741687555677,-5.697609317234043
ESEN,100-00,3,respa,MONO,ES+,5,4.9950056076049805,prod,0.006771682033430533,-4.99500576893961
ESEN,100-00,3,sutno,MONO,ES-,5,4.94188928604126,prod,0.007141092488438049,-4.941889504750256
ESEN,100-00,3,mupto,MONO,ES-,5,6.496203422546387,prod,0.0015091578654045413,-6.496203488760705
ESEN,100-00,3,fosta,MONO,ES+,5,5.196016311645508,prod,0.005538585131056746,-5.196016202346912
ESEN,100-00,3,gurfo,MONO,ES-,5,5.681375503540039,prod,0.0034088668032813845,-5.681375358669087
ESEN,100-00,3,rimpo,MONO,ES-,5,5.1894402503967285,prod,0.005575124382482849,-5.18944065112558
ESEN,100-00,3,tunta,MONO,ES+,5,5.090084075927734,prod,0.006157503200621434,-5.09008390817736
ESEN,100-00,3,rulgo,MONO,ES-,5,6.542373180389404,prod,0.0014410639440644102,-6.542373588164821
ESEN,100-00,3,bompu,MONO,ES-,5,6.166046142578125,prod,0.00209952083547554,-6.166046133871388
ESEN,100-00,3,talta,MONO,ES+,5,5.358318328857422,prod,0.004708818163751944,-5.3583183230868086
ESEN,100-00,3,polta,MONO,ES+,5,6.129284858703613,prod,0.002178138546659688,-6.129284644621383
ESEN,100-00,3,tista,MONO,ES+,5,7.055088520050049,prod,0.0008630063872800618,-7.055088465656715
ESEN,100-00,4,lesta,MONO,ES+,0,3.948357105255127,reco,0.01928635872900486,-3.948357343673706
ESEN,100-00,4,malga,MONO,ES+,0,3.898465394973755,reco,0.02027300000190735,-3.898465394973755
ESEN,100-00,4,denra,MONO,ES+,0,4.090064525604248,reco,0.016738150268793106,-4.090064525604248
ESEN,100-00,4,susbe,MONO,ES-,0,3.7916219234466553,reco,0.02255898527801037,-3.7916219234466553
ESEN,100-00,4,perto,MONO,ES+,0,3.9379053115844727,reco,0.019488992169499397,-3.9379055500030518
ESEN,100-00,4,sulbe,MONO,ES-,0,3.6397202014923096,reco,0.026259690523147583,-3.6397202014923096
ESEN,100-00,4,gulbe,MONO,ES-,0,3.821388006210327,reco,0.02189738303422928,-3.8213882446289062
ESEN,100-00,4,sasta,MONO,ES+,0,3.6798479557037354,reco,0.025226809084415436,-3.6798479557037354
ESEN,100-00,4,rerta,MONO,ES+,0,3.7235422134399414,reco,0.024148279801011086,-3.7235422134399414
ESEN,100-00,4,rirbo,MONO,ES-,0,3.9551427364349365,reco,0.01915593445301056,-3.9551427364349365
ESEN,100-00,4,mimbo,MONO,ES-,0,3.750809907913208,reco,0.02349870279431343,-3.750810146331787
ESEN,100-00,4,londa,MONO,ES+,0,3.6932525634765625,reco,0.02489091455936432,-3.6932523250579834
ESEN,100-00,4,dutno,MONO,ES-,0,3.863546371459961,reco,0.020993413403630257,-3.86354660987854
ESEN,100-00,4,gunfo,MONO,ES-,0,4.156432151794434,reco,0.015663346275687218,-4.156432151794434
ESEN,100-00,4,tadmi,MONO,ES-,0,4.0550618171691895,reco,0.017334405332803726,-4.0550618171691895
ESEN,100-00,4,ronta,MONO,ES+,0,3.917459011077881,reco,0.01989157311618328,-3.917459011077881
ESEN,100-00,4,bipto,MONO,ES-,0,4.135832786560059,reco,0.01598934642970562,-4.135832786560059
ESEN,100-00,4,donte,MONO,ES+,0,4.058313369750977,reco,0.017278138548135757,-4.058313369750977
ESEN,100-00,4,rulgo,MONO,ES-,0,3.958052635192871,reco,0.01910027116537094,-3.958052635192871
ESEN,100-00,4,rutno,MONO,ES-,0,4.00700044631958,reco,0.0181878749281168,-4.006999969482422
ESEN,100-00,4,ripso,MONO,ES-,0,3.9828410148620605,reco,0.01863262616097927,-3.9828412532806396
ESEN,100-00,4,dagmo,MONO,ES-,0,4.561069011688232,reco,0.010450881905853748,-4.561069011688232
ESEN,100-00,4,nulpa,MONO,ES-,0,4.13291072845459,reco,0.016036134213209152,-4.13291072845459
ESEN,100-00,4,lenda,MONO,ES+,0,4.289802551269531,reco,0.013707627542316914,-4.2898030281066895
ESEN,100-00,4,mulmo,MONO,ES-,0,4.006936550140381,reco,0.01818903349339962,-4.006936550140381
ESEN,100-00,4,penra,MONO,ES+,0,4.210559844970703,reco,0.014838059432804585,-4.210559844970703
ESEN,100-00,4,mupto,MONO,ES-,0,4.4224467277526855,reco,0.012004825286567211,-4.4224467277526855
ESEN,100-00,4,tunta,MONO,ES+,0,4.167357444763184,reco,0.015493151731789112,-4.167356967926025
ESEN,100-00,4,pusta,MONO,ES+,0,3.926206350326538,reco,0.019718337804079056,-3.926206111907959
ESEN,100-00,4,terta,MONO,ES+,0,4.391225814819336,reco,0.012385535053908825,-4.391225814819336
ESEN,100-00,4,bompu,MONO,ES-,0,4.40702486038208,reco,0.01219139527529478,-4.40702486038208
ESEN,100-00,4,sonto,MONO,ES+,0,4.171902179718018,reco,0.015422893688082695,-4.171902179718018
ESEN,100-00,4,gurfo,MONO,ES-,0,4.634563446044922,reco,0.009710344485938549,-4.634563446044922
ESEN,100-00,4,respa,MONO,ES+,0,4.5757904052734375,reco,0.01029815524816513,-4.5757904052734375
ESEN,100-00,4,rimpo,MONO,ES-,0,4.5168890953063965,reco,0.010922950692474842,-4.5168890953063965
ESEN,100-00,4,talta,MONO,ES+,0,4.865358352661133,reco,0.007709064986556768,-4.865358352661133
ESEN,100-00,4,ranta,MONO,ES+,0,4.23922061920166,reco,0.014418822713196278,-4.23922061920166
ESEN,100-00,4,dumle,MONO,ES-,0,4.507735252380371,reco,0.011023396626114845,-4.507735252380371
ESEN,100-00,4,larta,MONO,ES+,0,4.5497283935546875,reco,0.010570072568953037,-4.5497283935546875
ESEN,100-00,4,sumne,MONO,ES-,0,4.606741905212402,reco,0.00998429674655199,-4.606741905212402
ESEN,100-00,4,sutno,MONO,ES-,0,4.321419715881348,reco,0.013281011953949928,-4.321419715881348
ESEN,100-00,4,tista,MONO,ES+,0,4.613583564758301,reco,0.00991621520370245,-4.613584041595459
ESEN,100-00,4,bulmo,MONO,ES-,0,4.798401355743408,reco,0.008242913521826267,-4.798401355743408
ESEN,100-00,4,derdo,MONO,ES+,0,4.326268196105957,reco,0.013216777704656124,-4.326268196105957
ESEN,100-00,4,fimbe,MONO,ES-,0,4.709042549133301,reco,0.00901340413838625,-4.709042549133301
ESEN,100-00,4,polta,MONO,ES+,0,4.859859466552734,reco,0.007751575671136379,-4.859858989715576
ESEN,100-00,4,relta,MONO,ES+,0,4.704092979431152,reco,0.009058126248419285,-4.704092979431152
ESEN,100-00,4,fosta,MONO,ES+,0,4.7227277755737305,reco,0.008890894241631031,-4.7227277755737305
ESEN,100-00,4,terta,MONO,ES+,1,3.986626625061035,reco,0.018562225624918938,-3.986626625061035
ESEN,100-00,4,tunta,MONO,ES+,1,3.749147891998291,reco,0.023537790402770042,-3.74914813041687
ESEN,100-00,4,rutno,MONO,ES-,1,3.553825855255127,reco,0.0286149512976408,-3.553825855255127
ESEN,100-00,4,rerta,MONO,ES+,1,3.1633100509643555,reco,0.04228554666042328,-3.1633100509643555
ESEN,100-00,4,sonto,MONO,ES+,1,3.7978768348693848,reco,0.022418316453695297,-3.797877073287964
ESEN,100-00,4,dutno,MONO,ES-,1,3.3057589530944824,reco,0.03667137399315834,-3.3057587146759033
ESEN,100-00,4,pusta,MONO,ES+,1,3.499926805496216,reco,0.030199594795703888,-3.499926805496216
ESEN,100-00,4,ranta,MONO,ES+,1,3.9711287021636963,reco,0.01885213889181614,-3.9711289405822754
ESEN,100-00,4,fimbe,MONO,ES-,1,4.300290107727051,reco,0.01356462761759758,-4.300289630889893
ESEN,100-00,4,polta,MONO,ES+,1,4.512243270874023,reco,0.010973812080919743,-4.512243747711182
ESEN,100-00,4,fosta,MONO,ES+,1,4.387141227722168,reco,0.01243622973561287,-4.387141227722168
ESEN,100-00,4,bompu,MONO,ES-,1,3.9066929817199707,reco,0.020106883719563484,-3.9066929817199707
ESEN,100-00,4,dumle,MONO,ES-,1,4.048913478851318,reco,0.017441313713788986,-4.048913478851318
ESEN,100-00,4,tadmi,MONO,ES-,1,3.5560078620910645,reco,0.028552580624818802,-3.5560078620910645
ESEN,100-00,4,lenda,MONO,ES+,1,3.80947208404541,reco,0.022159874439239502,-3.80947208404541
ESEN,100-00,4,dagmo,MONO,ES-,1,3.9770216941833496,reco,0.018741371110081673,-3.9770219326019287
ESEN,100-00,4,denra,MONO,ES+,1,3.4874401092529297,reco,0.03057904727756977,-3.487440347671509
ESEN,100-00,4,malga,MONO,ES+,1,3.3143861293792725,reco,0.0363563597202301,-3.3143861293792725
ESEN,100-00,4,gunfo,MONO,ES-,1,3.6029984951019287,reco,0.027241911739110947,-3.602998733520508
ESEN,100-00,4,sulbe,MONO,ES-,1,3.208378553390503,reco,0.04042210429906845,-3.208378553390503
ESEN,100-00,4,londa,MONO,ES+,1,3.283247470855713,reco,0.037506263703107834,-3.283247232437134
ESEN,100-00,4,rimpo,MONO,ES-,1,4.078542709350586,reco,0.016932127997279167,-4.078542232513428
ESEN,100-00,4,bulmo,MONO,ES-,1,4.364619255065918,reco,0.012719498947262764,-4.364619255065918
ESEN,100-00,4,talta,MONO,ES+,1,4.374368667602539,reco,0.012596091255545616,-4.374368667602539
ESEN,100-00,4,nulpa,MONO,ES-,1,3.617374897003174,reco,0.026853077113628387,-3.617374897003174
ESEN,100-00,4,lesta,MONO,ES+,1,3.0626864433288574,reco,0.046761903911828995,-3.0626864433288574
ESEN,100-00,4,sutno,MONO,ES-,1,3.921250343322754,reco,0.01981630176305771,-3.921250343322754
ESEN,100-00,4,mimbo,MONO,ES-,1,3.2066574096679688,reco,0.040491733700037,-3.2066574096679688
ESEN,100-00,4,gulbe,MONO,ES-,1,3.2884528636932373,reco,0.037311531603336334,-3.2884528636932373
ESEN,100-00,4,ronta,MONO,ES+,1,3.5558221340179443,reco,0.02855788543820381,-3.5558221340179443
ESEN,100-00,4,perto,MONO,ES+,1,3.3173646926879883,reco,0.03624822944402695,-3.3173646926879883
ESEN,100-00,4,donte,MONO,ES+,1,3.584693670272827,reco,0.027745166793465614,-3.584693670272827
ESEN,100-00,4,susbe,MONO,ES-,1,3.201805591583252,reco,0.040688663721084595,-3.201805830001831
ESEN,100-00,4,sasta,MONO,ES+,1,3.2131547927856445,reco,0.040229495614767075,-3.2131547927856445
ESEN,100-00,4,rulgo,MONO,ES-,1,3.6017634868621826,reco,0.027275579050183296,-3.6017634868621826
ESEN,100-00,4,derdo,MONO,ES+,1,3.8413729667663574,reco,0.021464107558131218,-3.8413732051849365
ESEN,100-00,4,relta,MONO,ES+,1,4.307695388793945,reco,0.013464540243148804,-4.3076958656311035
ESEN,100-00,4,larta,MONO,ES+,1,4.054409027099609,reco,0.0173457320779562,-4.054409027099609
ESEN,100-00,4,sumne,MONO,ES-,1,4.131309986114502,reco,0.016061825677752495,-4.131309986114502
ESEN,100-00,4,mulmo,MONO,ES-,1,3.578247308731079,reco,0.02792460098862648,-3.578247308731079
ESEN,100-00,4,ripso,MONO,ES-,1,3.5840537548065186,reco,0.02776293270289898,-3.5840535163879395
ESEN,100-00,4,respa,MONO,ES+,1,4.161082744598389,reco,0.015590667724609375,-4.161082744598389
ESEN,100-00,4,mupto,MONO,ES-,1,3.9370200634002686,reco,0.01950625516474247,-3.9370200634002686
ESEN,100-00,4,rirbo,MONO,ES-,1,3.497962474822998,reco,0.03025897592306137,-3.497962474822998
ESEN,100-00,4,tista,MONO,ES+,1,4.154609680175781,reco,0.015691915526986122,-4.154609680175781
ESEN,100-00,4,gurfo,MONO,ES-,1,4.101342678070068,reco,0.016550440341234207,-4.101342678070068
ESEN,100-00,4,bipto,MONO,ES-,1,3.685153007507324,reco,0.025093339383602142,-3.685152769088745
ESEN,100-00,4,penra,MONO,ES+,1,3.8242883682250977,reco,0.02183397114276886,-3.8242881298065186
ESEN,100-00,4,gurfo,MONO,ES-,2,3.981919765472412,reco,0.01864979788661003,-3.981920003890991
ESEN,100-00,4,fosta,MONO,ES+,2,3.875490188598633,reco,0.020744163542985916,-3.875490427017212
ESEN,100-00,4,rutno,MONO,ES-,2,3.3136396408081055,reco,0.03638350963592529,-3.3136396408081055
ESEN,100-00,4,tunta,MONO,ES+,2,3.4437780380249023,reco,0.03194377198815346,-3.4437780380249023
ESEN,100-00,4,ripso,MONO,ES-,2,3.3203341960906982,reco,0.03614075109362602,-3.3203341960906982
ESEN,100-00,4,larta,MONO,ES+,2,3.7061119079589844,reco,0.02457287535071373,-3.7061121463775635
ESEN,100-00,4,susbe,MONO,ES-,2,2.9330828189849854,reco,0.05323268100619316,-2.9330828189849854
ESEN,100-00,4,ranta,MONO,ES+,2,3.7341907024383545,reco,0.02389250136911869,-3.7341907024383545
ESEN,100-00,4,sonto,MONO,ES+,2,3.480747699737549,reco,0.03078438900411129,-3.4807474613189697
ESEN,100-00,4,sutno,MONO,ES-,2,3.6011886596679688,reco,0.027291255071759224,-3.601188898086548
ESEN,100-00,4,gunfo,MONO,ES-,2,3.332622528076172,reco,0.03569936007261276,-3.332622528076172
ESEN,100-00,4,mimbo,MONO,ES-,2,2.902146816253662,reco,0.05490521714091301,-2.902146816253662
ESEN,100-00,4,bulmo,MONO,ES-,2,3.9961671829223633,reco,0.018385974690318108,-3.9961671829223633
ESEN,100-00,4,pusta,MONO,ES+,2,3.247103452682495,reco,0.03888668492436409,-3.247103452682495
ESEN,100-00,4,tista,MONO,ES+,2,3.8137412071228027,reco,0.02206546999514103,-3.813741445541382
ESEN,100-00,4,tadmi,MONO,ES-,2,3.3222086429595947,reco,0.036073070019483566,-3.3222086429595947
ESEN,100-00,4,rimpo,MONO,ES-,2,3.722446918487549,reco,0.024174736812710762,-3.722447156906128
ESEN,100-00,4,bipto,MONO,ES-,2,3.3492274284362793,reco,0.03511147201061249,-3.3492274284362793
ESEN,100-00,4,lenda,MONO,ES+,2,3.4973676204681396,reco,0.030276978388428688,-3.4973676204681396
ESEN,100-00,4,respa,MONO,ES+,2,3.8015239238739014,reco,0.022336706519126892,-3.8015239238739014
ESEN,100-00,4,polta,MONO,ES+,2,4.014496803283691,reco,0.018052035942673683,-4.014496803283691
ESEN,100-00,4,rirbo,MONO,ES-,2,3.193741798400879,reco,0.04101809859275818,-3.193741798400879
ESEN,100-00,4,relta,MONO,ES+,2,3.9625988006591797,reco,0.019013632088899612,-3.962599039077759
ESEN,100-00,4,mupto,MONO,ES-,2,3.5522589683532715,reco,0.028659820556640625,-3.5522592067718506
ESEN,100-00,4,mulmo,MONO,ES-,2,3.2257137298583984,reco,0.03972741216421127,-3.2257137298583984
ESEN,100-00,4,derdo,MONO,ES+,2,3.4020144939422607,reco,0.03330610692501068,-3.4020144939422607
ESEN,100-00,4,gulbe,MONO,ES-,2,3.095548152923584,reco,0.04525020718574524,-3.095547914505005
ESEN,100-00,4,sasta,MONO,ES+,2,2.9912970066070557,reco,0.0502222515642643,-2.9912970066070557
ESEN,100-00,4,rulgo,MONO,ES-,2,3.3615779876708984,reco,0.03468048945069313,-3.3615779876708984
ESEN,100-00,4,bompu,MONO,ES-,2,3.537907361984253,reco,0.029074108228087425,-3.537907361984253
ESEN,100-00,4,donte,MONO,ES+,2,3.2633635997772217,reco,0.03825949504971504,-3.2633635997772217
ESEN,100-00,4,fimbe,MONO,ES-,2,3.695100784301758,reco,0.024844950065016747,-3.695100784301758
ESEN,100-00,4,sumne,MONO,ES-,2,3.7276110649108887,reco,0.02405022270977497,-3.7276110649108887
ESEN,100-00,4,talta,MONO,ES+,2,3.991927146911621,reco,0.01846410147845745,-3.991926908493042
ESEN,100-00,4,rerta,MONO,ES+,2,3.0848913192749023,reco,0.04573500156402588,-3.0848913192749023
ESEN,100-00,4,sulbe,MONO,ES-,2,3.149569272994995,reco,0.042870596051216125,-3.149569034576416
ESEN,100-00,4,londa,MONO,ES+,2,3.126706123352051,reco,0.04386204108595848,-3.1267058849334717
ESEN,100-00,4,nulpa,MONO,ES-,2,3.311663866043091,reco,0.036455463618040085,-3.311663866043091
ESEN,100-00,4,denra,MONO,ES+,2,3.368199586868286,reco,0.03445161134004593,-3.368199586868286
ESEN,100-00,4,ronta,MONO,ES+,2,3.370408058166504,reco,0.03437560796737671,-3.370408058166504
ESEN,100-00,4,dagmo,MONO,ES-,2,3.634183883666992,reco,0.02640547603368759,-3.634183883666992
ESEN,100-00,4,lesta,MONO,ES+,2,2.9263195991516113,reco,0.05359392240643501,-2.9263195991516113
ESEN,100-00,4,dutno,MONO,ES-,2,3.2441246509552,reco,0.039002690464258194,-3.2441246509552
ESEN,100-00,4,terta,MONO,ES+,2,3.6751842498779297,reco,0.025344736874103546,-3.6751842498779297
ESEN,100-00,4,malga,MONO,ES+,2,3.3658246994018555,reco,0.03453351929783821,-3.3658249378204346
ESEN,100-00,4,perto,MONO,ES+,2,3.1534645557403564,reco,0.04270392656326294,-3.1534643173217773
ESEN,100-00,4,dumle,MONO,ES-,2,3.6183054447174072,reco,0.02682809717953205,-3.6183054447174072
ESEN,100-00,4,penra,MONO,ES+,2,3.4952054023742676,reco,0.03034250997006893,-3.4952056407928467
ESEN,100-00,4,sumne,MONO,ES-,3,3.3989908695220947,reco,0.03340696543455124,-3.3989908695220947
ESEN,100-00,4,bulmo,MONO,ES-,3,3.6812851428985596,reco,0.025190576910972595,-3.6812853813171387
ESEN,100-00,4,ronta,MONO,ES+,3,3.172274589538574,reco,0.04190816730260849,-3.172274589538574
