hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
ezkutukoa	41	1.8	5	8
faktoreen	41	1.8	4	7
far	41	1.8	1	2
femeninoa	41	1.8	5	7
filiala	41	1.8	4	3
formularen	41	1.8	4	2
gaitzaz	41	1.8	2	10
gaiztoei	41	1.8	3	8
gaiztoena	41	1.8	4	3
galbahe	41	1.8	3	1
galdegingo	41	1.8	4	1
garbiketak	41	1.8	4	5
garo	41	1.8	2	23
gastuetan	41	1.8	4	3
gaudenez	41	1.8	3	7
gaupasa	41	1.8	3	2
gauzatze	41	1.8	3	3
gaztetu	41	1.8	3	4
gehiagora	41	1.8	5	3
generaman	41	1.8	4	1
gernua	41	1.8	3	7
gerturik	41	1.8	3	10
gibelak	41	1.8	3	9
gidatuz	41	1.8	3	5
giderrak	41	1.8	3	7
giltzari	41	1.8	3	5
gipuzkera	41	1.8	4	2
gizalegea	41	1.8	5	5
gogorrari	41	1.8	4	2
gogorrik	41	1.8	3	5
gorotza	41	1.8	3	4
gorrietan	41	1.8	4	6
goxoena	41	1.8	4	4
grafiko	41	1.8	3	5
gutixko	41	1.8	3	4
haitada	41	1.8	3	2
handiez	41	1.8	3	6
handirako	41	1.8	4	2
handiustea	41	1.8	5	5
harraska	41	1.8	3	10
harririk	41	1.8	3	7
hautatuz	41	1.8	3	4
hautsaren	41	1.8	3	7
hazbete	41	1.8	3	2
hegemonia	41	1.8	5	2
herrixkara	41	1.8	4	2
heztea	41	1.8	3	11
hilarriak	41	1.8	4	9
hiltegira	41	1.8	4	5
horrengan	41	1.8	3	4
horrengana	41	1.8	4	4
hurbilduta	41	1.8	4	2
hutsunean	41	1.8	4	6
igandeak	41	1.8	4	3
iharduki	41	1.8	4	3
ijitoa	41	1.8	4	6
ikuskatze	41	1.8	4	3
iletsua	41	1.8	4	6
iltzatua	41	1.8	4	6
ilunari	41	1.8	4	2
iman	41	1.8	2	8
inbidiarik	41	1.8	5	3
indultu	41	1.8	3	2
inorengan	41	1.8	4	2
instant	41	1.8	2	2
interprete	41	1.8	4	2
intsumisio	41	1.8	5	2
iparretik	41	1.8	4	6
itsuari	41	1.8	4	1
itxietan	41	1.8	4	3
itzaletik	41	1.8	4	2
izenetan	41	1.8	4	7
izterretan	41	1.8	4	2
jainkosak	41	1.8	3	4
jaiotzea	41	1.8	4	13
jardin	41	1.8	2	4
jasoan	41	1.8	3	11
jendekina	41	1.8	4	3
joaldunak	41	1.8	4	3
jokabidean	41	1.8	5	5
jolasaren	41	1.8	4	1
jolea	41	1.8	3	10
jostuna	41	1.8	3	5
kalonjeak	41	1.8	4	4
kalteaz	41	1.8	3	7
kanpoa	41	1.8	3	9
kantatuak	41	1.8	4	7
karpan	41	1.8	2	12
karreran	41	1.8	3	9
karroza	41	1.8	3	7
katramila	41	1.8	4	2
katuen	41	1.8	3	14
kaxoi	41	1.8	2	10
kazetarik	41	1.8	4	8
kideetatik	41	1.8	5	3
kiderekin	41	1.8	4	4
kimua	41	1.8	3	7
kitorik	41	1.8	3	6
kizkurrak	41	1.8	3	4
koba	41	1.8	2	14
kobratzea	41	1.8	4	7
koitoan	41	1.8	3	3
konpartsa	41	1.8	3	3
konpartsen	41	1.8	3	3
konpasa	41	1.8	3	5
kopiatzeko	41	1.8	5	2
kroaziarra	41	1.8	5	1
kuartela	41	1.8	4	4
labaintzen	41	1.8	3	1
lanetatik	41	1.8	4	6
lantokitik	41	1.8	4	2
larrugorri	41	1.8	4	1
latzaren	41	1.8	3	7
laurdenera	41	1.8	4	1
lehiakor	41	1.8	4	1
lera	41	1.8	2	25
lezaketen	41	1.8	4	6
libratuak	41	1.8	4	4
lokartua	41	1.8	4	9
maisuk	41	1.8	2	9
makillajea	41	1.8	5	6
makurrago	41	1.8	4	2
makurtzea	41	1.8	4	8
markez	41	1.8	2	9
markoak	41	1.8	3	13
medikurik	41	1.8	4	2
milaren	41	1.8	3	12
miliara	41	1.8	4	3
militarrik	41	1.8	4	4
minutaz	41	1.8	3	7
mirabea	41	1.8	4	3
misioko	41	1.8	4	3
mitxoleta	41	1.8	4	3
mugetara	41	1.8	4	1
mundurik	41	1.8	3	4
nabarrak	41	1.8	3	13
nahasiko	41	1.8	4	3
narras	41	1.8	2	7
natan	41	1.8	2	14
nengoenez	41	1.8	4	1
neskatxari	41	1.8	4	3
niezaion	41	1.8	4	4
niniak	41	1.8	3	8
ogiz	41	1.8	2	7
oharkabe	41	1.8	4	4
oholtzaren	41	1.8	4	0
ohoragarri	41	1.8	5	2
okinaren	41	1.8	4	4
olatua	41	1.8	4	11
onagatik	41	1.8	4	1
ondoa	41	1.8	3	15
ondokoan	41	1.8	4	4
onginahi	41	1.8	4	2
opatu	41	1.8	3	14
orainaldia	41	1.8	5	5
orduotan	41	1.8	4	2
ordurarte	41	1.8	4	0
orfeoia	41	1.8	4	3
organoaren	41	1.8	5	2
oroipen	41	1.8	3	2
orroaz	41	1.8	3	12
osteak	41	1.8	3	17
osten	41	1.8	2	13
otoitzen	41	1.8	3	10
otorduetan	41	1.8	5	1
padrek	41	1.8	2	6
pairatzeko	41	1.8	4	4
paisaiari	41	1.8	4	4
palak	41	1.8	2	21
palaz	41	1.8	2	14
pareka	41	1.8	3	13
parketik	41	1.8	3	5
party	41	1.8	2	4
pausoan	41	1.8	3	10
pilatzea	41	1.8	4	12
pixkaka	41	1.8	3	1
plantilla	41	1.8	3	3
plural	41	1.8	2	1
poltsiko	41	1.8	3	3
portugesez	41	1.8	4	3
presionatu	41	1.8	5	2
primitiboa	41	1.8	5	5
probetxua	41	1.8	4	6
puntuazio	41	1.8	5	2
saiora	41	1.8	3	3
sakonduz	41	1.8	3	2
salaketari	41	1.8	5	2
saltatu	41	1.8	3	8
santutzat	41	1.8	3	1
sarraskitu	41	1.8	4	2
satira	41	1.8	3	7
senior	41	1.8	3	0
siberiar	41	1.8	4	2
siriakoa	41	1.8	5	3
sokatiran	41	1.8	4	3
soldadurik	41	1.8	4	4
soneto	41	1.8	3	2
sorginen	41	1.8	3	3
sorrerari	41	1.8	4	3
sortuta	41	1.8	3	6
sosegatu	41	1.8	4	2
sozialixta	41	1.8	5	3
sufriarazi	41	1.8	5	2
sumatzea	41	1.8	4	8
taldez	41	1.8	2	8
tapaki	41	1.8	3	5
tarteetan	41	1.8	4	3
taxu	41	1.8	2	8
tempo	41	1.8	2	3
tenor	41	1.8	2	3
tesian	41	1.8	3	7
tinki	41	1.8	2	14
topaketan	41	1.8	4	4
toxiko	41	1.8	3	7
tribuko	41	1.8	3	5
txekea	41	1.8	3	10
txingar	41	1.8	2	6
txiripaz	41	1.8	3	3
txopako	41	1.8	3	3
txosna	41	1.8	2	3
ubel	41	1.8	2	4
ugarirekin	41	1.8	5	2
uhain	41	1.8	2	5
uhartetik	41	1.8	4	2
ukipen	41	1.8	3	4
urraketen	41	1.8	4	6
urtearekin	41	1.8	5	8
urtemugan	41	1.8	4	3
usainez	41	1.8	3	6
ustiapen	41	1.8	4	2
uztarriak	41	1.8	4	10
xekea	41	1.8	3	11
zabaltasun	41	1.8	4	2
zafratu	41	1.8	3	5
zakurrekin	41	1.8	4	5
zamari	41	1.8	3	7
zatietako	41	1.8	5	4
zauriz	41	1.8	2	5
zelulek	41	1.8	3	5
zenbaitzu	41	1.8	3	3
zenbakirik	41	1.8	4	1
zenieke	41	1.8	4	2
zentralek	41	1.8	3	7
zeremoniak	41	1.8	5	6
zeuzkana	41	1.8	3	7
ziaboga	41	1.8	4	3
ziegaren	41	1.8	4	2
zihoalako	41	1.8	5	0
zikinez	41	1.8	3	7
zimeldu	41	1.8	3	4
zimino	41	1.8	3	5
zinetan	41	1.8	3	21
ziniko	41	1.8	3	8
zintuela	41	1.8	4	4
zitalkeria	41	1.8	5	4
zuztar	41	1.8	2	2
aberriak	40	1.76	4	5
adoretsuak	40	1.76	5	6
afizioa	40	1.76	5	6
aginduriko	40	1.76	5	3
agurreko	40	1.76	4	7
aholkuari	40	1.76	5	2
ahoskabe	40	1.76	4	1
ahularen	40	1.76	4	2
aieruak	40	1.76	4	6
akerra	40	1.76	3	4
alabok	40	1.76	3	6
aleko	40	1.76	3	15
almadia	40	1.76	4	3
alzheimer	40	1.76	3	0
amaiezin	40	1.76	4	3
amarruak	40	1.76	4	9
amei	40	1.76	2	15
aments	40	1.76	2	3
amorantea	40	1.76	5	2
anaientzat	40	1.76	4	0
analistek	40	1.76	4	4
antxume	40	1.76	3	2
apailuak	40	1.76	4	4
apairua	40	1.76	4	6
argitzera	40	1.76	4	4
aria	40	1.76	3	38
arindua	40	1.76	4	8
arinena	40	1.76	4	5
arrazoiei	40	1.76	4	6
arroparen	40	1.76	4	4
atalari	40	1.76	4	6
atsedenera	40	1.76	5	1
atzaparra	40	1.76	4	6
atzokoaren	40	1.76	5	3
austriarra	40	1.76	4	1
auzoguneko	40	1.76	5	2
auzotan	40	1.76	3	9
azpila	40	1.76	3	6
azpilen	40	1.76	3	6
badaukak	40	1.76	3	5
baditugula	40	1.76	5	1
badudala	40	1.76	4	2
bainauzu	40	1.76	3	2
baitatoz	40	1.76	3	3
baitiogu	40	1.76	4	4
baitizu	40	1.76	3	7
bakek	40	1.76	2	13
balet	40	1.76	2	13
balkoiko	40	1.76	3	1
banderan	40	1.76	3	7
bankako	40	1.76	3	8
barean	40	1.76	3	24
barnealdea	40	1.76	5	7
barrikadak	40	1.76	4	5
barrunbe	40	1.76	3	2
bazihoazen	40	1.76	5	0
beheran	40	1.76	3	7
belarrik	40	1.76	3	14
beltzik	40	1.76	2	6
belztua	40	1.76	3	9
berbaldi	40	1.76	3	3
berdexka	40	1.76	3	7
bereizte	40	1.76	3	6
berexten	40	1.76	3	7
berpizte	40	1.76	3	6
bertsuko	40	1.76	3	5
besarka	40	1.76	3	1
bidearekin	40	1.76	5	6
bideratuz	40	1.76	4	5
bikainenak	40	1.76	4	3
bikoizten	40	1.76	3	6
biloak	40	1.76	3	17
biologo	40	1.76	4	3
bisaian	40	1.76	3	5
bizkondea	40	1.76	4	4
bonet	40	1.76	2	2
burukoak	40	1.76	4	8
bustiko	40	1.76	3	2
daukatena	40	1.76	4	3
debekatuz	40	1.76	4	4
dekoratu	40	1.76	4	1
dendaz	40	1.76	2	7
denendako	40	1.76	4	2
denona	40	1.76	3	5
desertuan	40	1.76	4	3
desiratuz	40	1.76	4	4
deskargatu	40	1.76	4	1
deuseztu	40	1.76	3	4
diamanteak	40	1.76	5	2
diezadazun	40	1.76	5	1
diezagula	40	1.76	5	4
diruzaina	40	1.76	4	2
dogmatikoa	40	1.76	5	4
dozenerdi	40	1.76	4	1
efektuaren	40	1.76	5	2
ekipo	40	1.76	3	4
ekosistema	40	1.76	5	2
elebidunen	40	1.76	5	5
eledunek	40	1.76	4	3
elkartera	40	1.76	4	5
elurtea	40	1.76	4	7
emaiozue	40	1.76	5	3
emakumez	40	1.76	4	5
emazu	40	1.76	3	3
endelegatu	40	1.76	5	2
enkontru	40	1.76	3	3
erasia	40	1.76	4	9
eredura	40	1.76	4	5
eremuetara	40	1.76	6	3
erizainen	40	1.76	4	5
erkatu	40	1.76	3	9
erleen	40	1.76	3	9
ermitaren	40	1.76	4	2
erradikal	40	1.76	4	2
erregalatu	40	1.76	5	3
errenten	40	1.76	3	9
erreserban	40	1.76	4	3
erreskate	40	1.76	4	1
erret	40	1.76	2	10
errotzen	40	1.76	3	9
errukizko	40	1.76	4	2
eskasekoa	40	1.76	5	2
eskolatua	40	1.76	5	9
espektro	40	1.76	3	1
estaliriko	40	1.76	5	2
estasian	40	1.76	4	7
estekatu	40	1.76	4	2
estutasuna	40	1.76	5	4
etakide	40	1.76	4	2
eup	40	1.76	1	0
eurenak	40	1.76	3	6
euron	40	1.76	2	13
ezetzak	40	1.76	3	5
farol	40	1.76	2	4
farolak	40	1.76	3	8
finalistek	40	1.76	4	4
foroetan	40	1.76	4	9
furgoi	40	1.76	2	4
gaituenean	40	1.76	5	3
gaitzagoa	40	1.76	4	2
galdatuz	40	1.76	3	6
galduan	40	1.76	3	9
galiziarra	40	1.76	5	1
galiziera	40	1.76	5	2
garaipenaz	40	1.76	4	4
gauerditik	40	1.76	4	0
gauzetara	40	1.76	4	3
gehiengoan	40	1.76	5	4
genizkien	40	1.76	4	4
genomaren	40	1.76	4	0
geratzeak	40	1.76	4	7
gerentea	40	1.76	4	3
gestio	40	1.76	3	1
gihartsua	40	1.76	4	3
gineako	40	1.76	4	3
gogortuta	40	1.76	4	3
goiak	40	1.76	2	18
goitizenez	40	1.76	4	4
golde	40	1.76	2	10
grafikoa	40	1.76	4	7
grebalari	40	1.76	4	2
guardek	40	1.76	3	4
gutirekin	40	1.76	4	3
haizez	40	1.76	2	9
hamarkadaz	40	1.76	4	4
hantura	40	1.76	3	10
haranera	40	1.76	4	3
harixe	40	1.76	3	4
haro	40	1.76	2	17
harrobitik	40	1.76	4	1
heientzat	40	1.76	3	3
heletar	40	1.76	3	1
helmugako	40	1.76	4	2
herraz	40	1.76	2	9
hezurrik	40	1.76	3	6
hilotzaren	40	1.76	4	0
hozkirri	40	1.76	3	1
hurbilduak	40	1.76	4	2
hurbilenak	40	1.76	4	4
ibaiek	40	1.76	3	6
idorrak	40	1.76	3	5
ikaslerik	40	1.76	4	6
ikastegiak	40	1.76	5	6
ikerketako	40	1.76	5	1
ilberri	40	1.76	3	3
inposizioa	40	1.76	6	4
irakatsia	40	1.76	5	7
iratzar	40	1.76	3	0
iraultzan	40	1.76	3	5
irriskua	40	1.76	4	6
irtenaldi	40	1.76	4	2
islatuta	40	1.76	4	2
ixildu	40	1.76	3	3
ixteak	40	1.76	3	4
izeben	40	1.76	3	7
jaieguna	40	1.76	4	2
jaitsierak	40	1.76	4	5
jakiteaz	40	1.76	4	4
jantziek	40	1.76	3	5
jarioak	40	1.76	4	9
jarraikiak	40	1.76	4	4
jarraikian	40	1.76	4	5
jarreren	40	1.76	3	8
jasotzeaz	40	1.76	4	5
jaunaz	40	1.76	2	5
jauntxoek	40	1.76	3	6
jaurtikiz	40	1.76	3	4
jesartzen	40	1.76	3	4
jokatuak	40	1.76	4	4
jolastea	40	1.76	4	8
jostalari	40	1.76	4	5
kabinan	40	1.76	3	4
kaier	40	1.76	2	7
kaiolako	40	1.76	4	4
kalonjea	40	1.76	4	4
kaperaren	40	1.76	4	8
kapitainek	40	1.76	4	4
kargudunek	40	1.76	4	4
karkaraka	40	1.76	4	2
kastako	40	1.76	3	11
kexatuko	40	1.76	4	1
kikilduta	40	1.76	4	2
koipetsu	40	1.76	3	5
koloreetan	40	1.76	5	2
komunerako	40	1.76	5	1
konfiskatu	40	1.76	4	2
kraska	40	1.76	2	7
kredituen	40	1.76	4	5
kristalen	40	1.76	3	5
kutxetan	40	1.76	3	3
labearen	40	1.76	4	9
laborea	40	1.76	4	6
laburtua	40	1.76	4	6
larrazkena	40	1.76	4	3
lasterrena	40	1.76	4	3
legelari	40	1.76	4	6
lehiarik	40	1.76	4	2
leihoari	40	1.76	4	1
len	40	1.76	1	8
leporatuko	40	1.76	5	0
lesbianak	40	1.76	4	3
liluratua	40	1.76	5	5
listo	40	1.76	2	10
lizentzien	40	1.76	4	2
loriagarri	40	1.76	5	2
lurperatua	40	1.76	5	6
maindireen	40	1.76	4	3
makaldu	40	1.76	3	5
makinan	40	1.76	3	10
maltako	40	1.76	3	6
mana	40	1.76	2	26
maneiatzen	40	1.76	4	4
marradun	40	1.76	3	3
maskuria	40	1.76	4	5
meskitan	40	1.76	3	4
milioikoa	40	1.76	5	5
morroien	40	1.76	3	8
moten	40	1.76	2	23
moztera	40	1.76	3	5
mugarriak	40	1.76	4	5
mugida	40	1.76	3	3
mundukoa	40	1.76	4	6
natzaizue	40	1.76	4	3
nebari	40	1.76	3	2
negro	40	1.76	2	0
nekiena	40	1.76	4	7
neskatxen	40	1.76	3	6
neukana	40	1.76	3	10
nizueke	40	1.76	4	2
norengana	40	1.76	4	1
nornahiri	40	1.76	4	0
nuklearraz	40	1.76	4	3
obeditzeko	40	1.76	5	0
obulu	40	1.76	3	4
ohointza	40	1.76	3	3
oholez	40	1.76	3	5
oinarriko	40	1.76	4	4
oinka	40	1.76	2	10
okerkeria	40	1.76	5	3
olioaren	40	1.76	5	7
omonier	40	1.76	4	1
ontziburu	40	1.76	4	2
ontziz	40	1.76	2	8
orenean	40	1.76	4	9
orpotik	40	1.76	3	2
otsoek	40	1.76	3	7
palmondoak	40	1.76	4	2
pantailak	40	1.76	3	7
paratutako	40	1.76	5	5
pasiboak	40	1.76	4	6
pausora	40	1.76	3	5
pibotak	40	1.76	3	5
piloten	40	1.76	3	14
polizialak	40	1.76	5	4
ponentzian	40	1.76	4	4
poster	40	1.76	2	7
posturik	40	1.76	3	12
poteak	40	1.76	3	21
preziatuak	40	1.76	5	6
produktuei	40	1.76	4	4
puntekin	40	1.76	3	4
pusketak	40	1.76	3	7
saiak	40	1.76	2	25
salaketan	40	1.76	4	4
sama	40	1.76	2	25
sanoak	40	1.76	3	15
santutik	40	1.76	3	5
saridun	40	1.76	3	4
sarrailak	40	1.76	3	6
sendoaren	40	1.76	4	3
sentsuzkoa	40	1.76	4	2
sintaxia	40	1.76	4	6
soinuen	40	1.76	3	8
suelto	40	1.76	3	1
sustapena	40	1.76	4	3
tantek	40	1.76	2	11
tatsa	40	1.76	2	9
teorikoki	40	1.76	5	2
tertulia	40	1.76	4	2
thriller	40	1.76	2	1
tokiren	40	1.76	3	2
tolesten	40	1.76	3	5
topaguneko	40	1.76	5	0
torturatua	40	1.76	5	4
trata	40	1.76	2	11
trenkatuko	40	1.76	4	3
tristeago	40	1.76	4	1
trufatu	40	1.76	3	5
ttipituz	40	1.76	3	4
txepela	40	1.76	3	3
txera	40	1.76	2	9
txilina	40	1.76	3	6
txokora	40	1.76	3	5
txokoren	40	1.76	3	5
udaberriak	40	1.76	5	5
ukitzera	40	1.76	4	4
uniformeak	40	1.76	5	4
ureztatu	40	1.76	4	4
urratseko	40	1.76	4	5
usadioaren	40	1.76	6	1
ustelduta	40	1.76	4	2
uxatuko	40	1.76	4	5
uztaren	40	1.76	3	3
uzteaz	40	1.76	3	9
uztekoa	40	1.76	4	8
xamur	40	1.76	2	7
xekeak	40	1.76	3	8
xiringa	40	1.76	3	2
xoratu	40	1.76	3	9
zabalen	40	1.76	3	11
zanpaketa	40	1.76	4	2
zartakoa	40	1.76	4	9
zatitzea	40	1.76	4	7
zaunkak	40	1.76	2	8
zegoenaren	40	1.76	5	1
zenetan	40	1.76	3	16
zentratu	40	1.76	3	3
zentsurak	40	1.76	3	5
zerrikeria	40	1.76	5	5
ziguan	40	1.76	3	5
zirritu	40	1.76	3	5
zizareak	40	1.76	4	2
zokoko	40	1.76	3	8
zortziren	40	1.76	3	2
zorura	40	1.76	3	9
zozokeria	40	1.76	5	5
zutenaz	40	1.76	3	6
abiaburu	39	1.72	5	1
ageriago	39	1.72	5	4
agiriari	39	1.72	5	1
ahituta	39	1.72	4	6
ahoari	39	1.72	4	6
aipatzeak	39	1.72	4	7
aizkorak	39	1.72	3	6
aldaezinak	39	1.72	5	4
aldaraziko	39	1.72	5	0
alorretako	39	1.72	5	2
altuagoak	39	1.72	5	4
amilduko	39	1.72	4	1
amortarren	39	1.72	4	2
anbizio	39	1.72	4	2
angeluak	39	1.72	4	6
antzea	39	1.72	3	14
apezpikuek	39	1.72	5	5
apeztua	39	1.72	4	6
apostoluek	39	1.72	5	4
aprendiz	39	1.72	3	1
arabarren	39	1.72	4	4
arazoan	39	1.72	4	5
argalago	39	1.72	4	1
arimarekin	39	1.72	5	3
arrosario	39	1.72	5	5
artatua	39	1.72	4	8
artilleria	39	1.72	5	5
asanbleako	39	1.72	5	1
asfalto	39	1.72	3	3
asmakeria	39	1.72	5	4
asteburuak	39	1.72	5	5
ateratze	39	1.72	4	6
atletek	39	1.72	3	5
atomikoak	39	1.72	5	4
aurkeztuak	39	1.72	4	3
aurrekoari	39	1.72	5	1
auzoekin	39	1.72	4	4
azkartuko	39	1.72	4	2
azkona	39	1.72	3	6
azpikeria	39	1.72	5	4
babesgarri	39	1.72	4	2
babeslekua	39	1.72	5	4
badizute	39	1.72	4	6
baduelako	39	1.72	5	5
bakantzen	39	1.72	3	6
bakotxean	39	1.72	4	1
baldarki	39	1.72	3	2
baldarrak	39	1.72	3	7
baneuka	39	1.72	3	4
barandan	39	1.72	3	4
barrabas	39	1.72	3	2
basta	39	1.72	2	24
bazaizue	39	1.72	4	2
beharrena	39	1.72	4	6
behiaren	39	1.72	4	7
beitu	39	1.72	2	9
bekataria	39	1.72	5	5
bereziaz	39	1.72	4	7
beroen	39	1.72	3	19
berokiaren	39	1.72	5	1
betegina	39	1.72	4	3
betetasun	39	1.72	4	1
bezerorik	39	1.72	4	2
beztiturik	39	1.72	4	3
bihozgabe	39	1.72	4	4
biltzeak	39	1.72	3	8
biziarazi	39	1.72	5	3
bizkorrena	39	1.72	4	4
blaitzen	39	1.72	2	4
bordatxo	39	1.72	3	2
botereaz	39	1.72	4	6
botikek	39	1.72	3	6
botilari	39	1.72	4	3
budista	39	1.72	3	3
bukatuak	39	1.72	4	7
bukatuz	39	1.72	3	8
burrasoak	39	1.72	4	3
buruk	39	1.72	2	9
dardaratu	39	1.72	4	3
datan	39	1.72	2	14
dauzkadan	39	1.72	3	3
deseginak	39	1.72	4	3
dezentez	39	1.72	3	4
dialektiko	39	1.72	5	3
dikotomia	39	1.72	5	2
dinamiko	39	1.72	4	3
dizkik	39	1.72	2	7
doinuek	39	1.72	3	6
doktoreek	39	1.72	4	6
ebakiz	39	1.72	3	5
ebazten	39	1.72	3	5
egileetako	39	1.72	6	1
egingarria	39	1.72	5	2
egitear	39	1.72	4	8
egosia	39	1.72	4	12
egotzitako	39	1.72	5	1
egunetatik	39	1.72	5	4
eguratsa	39	1.72	4	2
eguzkitara	39	1.72	5	2
elkargunea	39	1.72	5	4
emaguzu	39	1.72	4	3
emaiok	39	1.72	3	4
emozioen	39	1.72	5	7
enborrera	39	1.72	4	0
engainua	39	1.72	4	8
enparauen	39	1.72	4	5
entzuleari	39	1.72	5	2
epaiketari	39	1.72	5	2
epeletan	39	1.72	4	3
epilepsia	39	1.72	5	4
erasoez	39	1.72	4	5
erizainari	39	1.72	5	1
erneak	39	1.72	3	11
ernegatu	39	1.72	4	3
erortzear	39	1.72	4	9
erraustea	39	1.72	4	7
errazegia	39	1.72	5	4
errealen	39	1.72	4	6
erretx	39	1.72	2	5
eseriz	39	1.72	3	3
eskueran	39	1.72	4	4
espetxetan	39	1.72	4	2
estasia	39	1.72	4	7
estolda	39	1.72	3	3
estra	39	1.72	2	7
estrenatu	39	1.72	4	4
estresak	39	1.72	3	4
etxekoz	39	1.72	3	6
etxoletan	39	1.72	4	1
euskeraz	39	1.72	3	4
exekutiboa	39	1.72	6	5
exekuzioa	39	1.72	6	5
ezagutzeaz	39	1.72	5	6
ezeroso	39	1.72	4	1
ezetsi	39	1.72	3	2
ezikusia	39	1.72	5	3
ezinikusi	39	1.72	5	2
faltsuen	39	1.72	3	7
fang	39	1.72	1	4
finaren	39	1.72	3	10
freskoaren	39	1.72	4	3
gabetua	39	1.72	4	6
gaira	39	1.72	2	18
gaitzake	39	1.72	3	4
gaitzena	39	1.72	3	6
gaizkitu	39	1.72	3	2
gaizoa	39	1.72	3	6
galbahea	39	1.72	4	3
galdatan	39	1.72	3	5
galdeturik	39	1.72	4	2
galeriaren	39	1.72	5	5
ganadu	39	1.72	3	2
gasteiztar	39	1.72	3	0
gauzetako	39	1.72	4	3
gazteon	39	1.72	3	5
geletako	39	1.72	4	4
geletara	39	1.72	4	5
genitian	39	1.72	4	2
gertaturik	39	1.72	4	3
geuri	39	1.72	2	9
gidariei	39	1.72	4	7
gidaririk	39	1.72	4	2
gimnasio	39	1.72	4	3
gizonki	39	1.72	3	7
gogobete	39	1.72	4	2
gogorturik	39	1.72	4	4
goizalde	39	1.72	3	7
golegilea	39	1.72	5	2
gorrimina	39	1.72	4	2
gorritua	39	1.72	4	10
grabatzea	39	1.72	4	10
grafikoak	39	1.72	4	6
graziari	39	1.72	4	4
guapoa	39	1.72	4	4
gurpilduna	39	1.72	4	3
gustuaren	39	1.72	4	7
haienak	39	1.72	3	13
haizenean	39	1.72	4	6
halakoei	39	1.72	4	6
handiagoen	39	1.72	5	7
harrabotsa	39	1.72	4	5
harrobiak	39	1.72	4	5
hautaketan	39	1.72	4	4
heian	39	1.72	2	13
heinekoa	39	1.72	4	4
helaraz	39	1.72	3	2
helduagoa	39	1.72	5	3
hendaiarra	39	1.72	4	1
herensugea	39	1.72	5	3
hetsiko	39	1.72	3	3
hezean	39	1.72	3	8
hiltzeari	39	1.72	4	4
hoberenek	39	1.72	4	7
hodeia	39	1.72	3	10
hodia	39	1.72	3	11
hoieri	39	1.72	3	3
horiko	39	1.72	3	16
hortzez	39	1.72	2	9
hurritz	39	1.72	2	4
husturik	39	1.72	3	9
ibiltarien	39	1.72	5	7
idien	39	1.72	3	9
igoerari	39	1.72	5	3
ikasleok	39	1.72	4	7
ikastaldia	39	1.72	5	5
ikastegia	39	1.72	5	7
ikusminez	39	1.72	4	3
ilaren	39	1.72	3	20
imitatzeko	39	1.72	5	0
inarrosiz	39	1.72	4	3
inbasioak	39	1.72	5	4
indioek	39	1.72	4	5
indizeek	39	1.72	4	3
inferitu	39	1.72	4	2
inglesa	39	1.72	3	4
ingurumari	39	1.72	5	3
inspektore	39	1.72	4	1
irizpideei	39	1.72	5	4
irteerarik	39	1.72	5	2
irudikatuz	39	1.72	5	2
isilaren	39	1.72	4	4
islaturik	39	1.72	4	2
itsasoetan	39	1.72	5	2
itsuki	39	1.72	3	7
izerdiaren	39	1.72	5	1
izpia	39	1.72	3	10
jabetuz	39	1.72	3	3
jakintzat	39	1.72	3	6
jakon	39	1.72	2	14
janak	39	1.72	2	19
jarraikiko	39	1.72	4	0
jartzekoa	39	1.72	4	5
jendeeri	39	1.72	4	4
jendetzari	39	1.72	4	4
joerarik	39	1.72	4	2
jostagailu	39	1.72	4	1
juzgatzen	39	1.72	3	4
kadet	39	1.72	2	2
kalezuloa	39	1.72	5	5
kaltetuei	39	1.72	4	3
kaltetuek	39	1.72	4	3
kamioiek	39	1.72	4	5
kanbiatuko	39	1.72	5	1
karguen	39	1.72	3	6
kasetak	39	1.72	3	13
kaskorat	39	1.72	3	2
kausitzeko	39	1.72	4	2
kenketa	39	1.72	3	3
kezkatuko	39	1.72	4	1
kiloak	39	1.72	3	13
kolko	39	1.72	2	9
koloreari	39	1.72	5	2
konkretua	39	1.72	4	6
konpartsek	39	1.72	3	3
konpondua	39	1.72	4	4
kontalaria	39	1.72	5	5
kopek	39	1.72	2	9
koroatu	39	1.72	4	3
krexa	39	1.72	2	5
kriskitin	39	1.72	3	2
kulturalen	39	1.72	4	6
kulturarik	39	1.72	4	3
kupula	39	1.72	3	6
kusiak	39	1.72	3	8
laguntzeaz	39	1.72	4	5
lainoen	39	1.72	3	9
lakuko	39	1.72	3	3
landuta	39	1.72	3	1
lanordu	39	1.72	3	2
lantegitik	39	1.72	4	1
lantxo	39	1.72	2	7
lapitz	39	1.72	2	1
larrialdia	39	1.72	5	6
larrietan	39	1.72	4	7
latzen	39	1.72	2	20
lausengu	39	1.72	3	3
lautadako	39	1.72	4	3
legendunak	39	1.72	4	3
legetik	39	1.72	3	2
leherkari	39	1.72	4	3
liburuxkan	39	1.72	4	4
limoiak	39	1.72	3	2
lodiagoa	39	1.72	5	5
lodiko	39	1.72	3	11
loditasuna	39	1.72	5	2
loditu	39	1.72	3	3
logikari	39	1.72	4	5
logikaz	39	1.72	3	6
lotsatua	39	1.72	4	5
lumaren	39	1.72	3	4
