data,label,freq,split,len
defensible,ENG,2.41,train,10
badge,ENG,4.18,train,5
yare,ENG,2.33,train,4
worsen,ENG,2.61,train,6
flatulence,ENG,2.75,train,10
redundancy,ENG,2.81,train,10
divisional,ENG,2.52,train,10
swipe,ENG,3.21,train,5
hooked,ENG,4.12,train,6
hominid,ENG,1.99,train,7
biographer,ENG,2.65,train,10
otherwise,ENG,4.62,train,9
yourselves,ENG,4.46,train,10
goldsmith,ENG,2.55,train,9
journalist,ENG,3.79,train,10
quash,ENG,2.37,train,5
distantly,ENG,2.25,train,9
reformat,ENG,1.89,train,8
heavies,ENG,2.29,train,7
mugger,ENG,2.99,train,6
depopulate,ENG,1.89,train,10
acquired,ENG,3.65,train,8
basal,ENG,2.5,train,5
manhood,ENG,3.46,train,7
vastness,ENG,2.41,train,8
hyperbole,ENG,2.37,train,9
stinging,ENG,2.96,train,8
hush,ENG,3.88,train,4
playpen,ENG,2.85,train,7
beacon,ENG,3.59,train,6
colonic,ENG,2.69,train,7
rosewater,ENG,1.77,train,9
sibilance,ENG,2.07,train,9
baseness,ENG,1.77,train,8
swaggering,ENG,2.44,train,10
acolyte,ENG,2.19,train,7
hogtie,ENG,1.89,train,6
unbolt,ENG,1.77,train,6
buddhist,ENG,3.38,train,8
curst,ENG,2.19,train,5
reputedly,ENG,1.89,train,9
talcum,ENG,2.89,train,6
provision,ENG,2.9,train,9
unbeaten,ENG,2.14,train,8
minimize,ENG,3.03,train,8
crate,ENG,3.61,train,5
panty,ENG,3.02,train,5
unisex,ENG,2.86,train,6
surliness,ENG,1.77,train,9
nicking,ENG,2.07,train,7
volume,ENG,3.84,train,6
estate,ENG,4.32,train,6
soapbox,ENG,2.69,train,7
bacilli,ENG,1.77,train,7
solve,ENG,4.29,train,5
sparse,ENG,2.37,train,6
dowse,ENG,1.77,train,5
absurd,ENG,3.99,train,6
feria,ENG,1.99,train,5
chips,ENG,4.21,train,5
proximity,ENG,3.22,train,9
scrupulous,ENG,2.25,train,10
disperse,ENG,3.26,train,8
coital,ENG,2.07,train,6
dock,ENG,3.99,train,4
nebbish,ENG,2.07,train,7
recruiter,ENG,2.85,train,9
sham,ENG,3.18,train,4
sawtooth,ENG,2.37,train,8
tarrying,ENG,1.89,train,8
bedclothes,ENG,2.29,train,10
felt,ENG,5.08,train,4
happily,ENG,4.01,train,7
blank,ENG,3.99,train,5
perceiving,ENG,2.29,train,10
gassy,ENG,2.65,train,5
kiosk,ENG,2.67,train,5
dome,ENG,3.3,train,4
jingly,ENG,1.89,train,6
tapping,ENG,3.51,train,7
glutton,ENG,2.8,train,7
valley,ENG,4.4,train,6
coxswain,ENG,2.07,train,8
hunger,ENG,3.77,train,6
decimate,ENG,2.29,train,8
potluck,ENG,2.65,train,7
corrupting,ENG,2.9,train,10
treasurer,ENG,3.06,train,9
hector,ENG,4.03,train,6
toxemia,ENG,1.89,train,7
enjoyable,ENG,3.29,train,9
beguine,ENG,2.44,train,7
barefoot,ENG,3.38,train,8
rave,ENG,3.41,train,4
reorganize,ENG,2.63,train,10
afterlife,ENG,3.21,train,9
decent,ENG,4.45,train,6
machetes,ENG,2.25,train,8
motion,ENG,4.28,train,6
flusher,ENG,2.25,train,7
mindful,ENG,2.71,train,7
signor,ENG,3.6,train,6
rally,ENG,3.86,train,5
codeine,ENG,2.67,train,7
invisible,ENG,4.09,train,9
japan,ENG,4.19,train,5
gestate,ENG,1.89,train,7
coldness,ENG,2.55,train,8
agitation,ENG,2.71,train,9
stoop,ENG,3.39,train,5
max,ENG,4.85,train,3
giggler,ENG,1.99,train,7
pun,ENG,3.27,train,3
grill,ENG,3.65,train,5
cricketer,ENG,1.77,train,9
bookworm,ENG,2.87,train,8
chaps,ENG,3.41,train,5
parasitic,ENG,2.69,train,9
migration,ENG,2.82,train,9
disrupt,ENG,3.11,train,7
midline,ENG,2.77,train,7
chlorine,ENG,2.88,train,8
inbreeding,ENG,2.5,train,10
facilities,ENG,3.66,train,10
turtlehead,ENG,1.77,train,10
sibling,ENG,2.99,train,7
canon,ENG,3.0,train,5
booger,ENG,3.09,train,6
peck,ENG,3.55,train,4
reelect,ENG,2.19,train,7
monologue,ENG,3.06,train,9
newlywed,ENG,2.65,train,8
appraising,ENG,1.99,train,10
indict,ENG,2.95,train,6
stumper,ENG,1.77,train,7
inclement,ENG,2.25,train,9
bordered,ENG,1.99,train,8
hoarding,ENG,2.82,train,8
croquette,ENG,1.77,train,9
dingo,ENG,3.12,train,5
chartered,ENG,2.95,train,9
revisit,ENG,2.94,train,7
admit,ENG,4.77,train,5
apogee,ENG,1.99,train,6
beefcake,ENG,2.29,train,8
erector,ENG,2.19,train,7
incline,ENG,2.59,train,7
uncoil,ENG,1.77,train,6
ascetic,ENG,2.07,train,7
teenage,ENG,3.84,train,7
eclair,ENG,2.33,train,6
pager,ENG,3.46,train,5
assault,ENG,4.24,train,7
antisocial,ENG,2.92,train,10
polonaise,ENG,1.89,train,9
eider,ENG,1.77,train,5
populate,ENG,2.41,train,8
wielder,ENG,1.89,train,7
palimony,ENG,2.07,train,8
achingly,ENG,1.77,train,8
camel,ENG,3.7,train,5
tumescent,ENG,1.89,train,9
torch,ENG,3.7,train,5
naively,ENG,1.77,train,7
rounded,ENG,3.22,train,7
unassuming,ENG,2.55,train,10
wintertime,ENG,2.65,train,10
mauve,ENG,2.74,train,5
falcon,ENG,3.52,train,6
charge,ENG,4.95,train,6
pickpocket,ENG,2.88,train,10
makeshift,ENG,2.61,train,9
sequoia,ENG,2.19,train,7
strutting,ENG,2.86,train,9
magi,ENG,2.72,train,4
mallet,ENG,2.85,train,6
crinkle,ENG,2.33,train,7
margarine,ENG,2.81,train,9
terminal,ENG,3.88,train,8
clone,ENG,3.4,train,5
ambulance,ENG,4.35,train,9
landlocked,ENG,2.33,train,10
strife,ENG,3.23,train,6
shuffling,ENG,2.77,train,9
sneaky,ENG,3.63,train,6
diseased,ENG,3.06,train,8
workup,ENG,2.99,train,6
mutilate,ENG,2.77,train,8
scrubby,ENG,2.14,train,7
banker,ENG,3.68,train,6
nonporous,ENG,1.89,train,9
heavyset,ENG,2.33,train,8
nightclub,ENG,3.67,train,9
petit,ENG,3.0,train,5
round,ENG,4.82,train,5
porphyria,ENG,2.37,train,9
persuade,ENG,3.81,train,8
toots,ENG,3.52,train,5
sabbath,ENG,3.23,train,7
chutzpah,ENG,2.25,train,8
camorra,ENG,1.77,train,7
chalky,ENG,2.14,train,6
insightful,ENG,3.0,train,10
escadrille,ENG,2.29,train,10
receipts,ENG,3.54,train,8
bora,ENG,3.06,train,4
stimulant,ENG,2.72,train,9
flex,ENG,3.0,train,4
torpedo,ENG,3.81,train,7
wedding,ENG,5.01,train,7
platoon,ENG,3.86,train,7
ileum,ENG,2.37,train,5
scone,ENG,2.71,train,5
overflow,ENG,2.99,train,8
defamatory,ENG,1.89,train,10
monotone,ENG,2.07,train,8
dictation,ENG,2.98,train,9
refractor,ENG,1.99,train,9
tau,ENG,2.65,train,3
befriend,ENG,2.65,train,8
bourse,ENG,1.89,train,6
galleria,ENG,2.37,train,8
magma,ENG,2.57,train,5
camellia,ENG,2.14,train,8
galvanize,ENG,1.99,train,9
hereafter,ENG,3.14,train,9
above,ENG,4.69,train,5
masquerade,ENG,3.21,train,10
linkup,ENG,2.33,train,6
copyist,ENG,2.14,train,7
occlude,ENG,1.77,train,7
servo,ENG,1.89,train,5
shitload,ENG,3.2,train,8
thaw,ENG,3.21,train,4
trapeze,ENG,3.14,train,7
tatting,ENG,1.89,train,7
appliance,ENG,2.92,train,9
brewer,ENG,2.95,train,6
hippodrome,ENG,2.81,train,10
rigidity,ENG,2.37,train,8
cajoling,ENG,1.99,train,8
current,ENG,4.23,train,7
fandango,ENG,2.07,train,8
bullfrog,ENG,2.72,train,8
copiously,ENG,2.29,train,9
guesswork,ENG,2.65,train,9
hunk,ENG,3.71,train,4
vandalism,ENG,3.19,train,9
chilled,ENG,3.15,train,7
cutlery,ENG,2.57,train,7
shallot,ENG,1.77,train,7
arcade,ENG,3.34,train,6
marmalade,ENG,3.02,train,9
morale,ENG,3.62,train,6
glaze,ENG,2.95,train,5
dealing,ENG,4.45,train,7
fowl,ENG,2.85,train,4
glazed,ENG,3.0,train,6
halibut,ENG,2.72,train,7
oasis,ENG,3.29,train,5
calzone,ENG,2.07,train,7
unmarked,ENG,3.14,train,8
esoteric,ENG,2.59,train,8
delusional,ENG,3.45,train,10
snap,ENG,4.24,train,4
dovetail,ENG,1.99,train,8
untainted,ENG,2.07,train,9
coronal,ENG,2.19,train,7
popular,ENG,4.36,train,7
appraise,ENG,2.33,train,8
uninsured,ENG,2.52,train,9
aggression,ENG,3.45,train,10
mystified,ENG,2.72,train,9
doodad,ENG,2.25,train,6
nuchal,ENG,2.07,train,6
hoagie,ENG,2.95,train,6
grubs,ENG,2.67,train,5
equate,ENG,2.61,train,6
longs,ENG,3.0,train,5
seafaring,ENG,2.33,train,9
mess,ENG,4.89,train,4
attain,ENG,2.97,train,6
peephole,ENG,2.69,train,8
unforgiven,ENG,1.89,train,10
badlands,ENG,2.41,train,8
gauge,ENG,3.34,train,5
surpassing,ENG,2.41,train,10
deuce,ENG,3.46,train,5
stander,ENG,1.77,train,7
pneumonic,ENG,2.29,train,9
wanderer,ENG,2.81,train,8
paper,ENG,5.01,train,5
flexor,ENG,2.07,train,6
budding,ENG,2.82,train,7
elegance,ENG,3.11,train,8
thousandth,ENG,2.44,train,10
briefcase,ENG,3.93,train,9
collegiate,ENG,2.71,train,10
furnish,ENG,2.98,train,7
corollary,ENG,2.29,train,9
accurate,ENG,3.89,train,8
tenet,ENG,2.14,train,5
remote,ENG,4.15,train,6
fletcher,ENG,3.91,train,8
pictured,ENG,3.42,train,8
beady,ENG,2.86,train,5
backstage,ENG,3.71,train,9
crouching,ENG,2.72,train,9
observant,ENG,3.09,train,9
febrile,ENG,2.33,train,7
linger,ENG,3.17,train,6
tactile,ENG,2.57,train,7
foreground,ENG,2.65,train,10
wallow,ENG,3.21,train,6
hypersonic,ENG,1.77,train,10
peevish,ENG,2.25,train,7
chela,ENG,1.77,train,5
internment,ENG,2.57,train,10
fitter,ENG,2.25,train,6
whatnot,ENG,3.3,train,7
batiste,ENG,1.89,train,7
reassemble,ENG,2.59,train,10
emergence,ENG,2.33,train,9
proclivity,ENG,2.41,train,10
laughingly,ENG,2.14,train,10
virology,ENG,1.77,train,8
fetus,ENG,3.21,train,5
gardening,ENG,3.39,train,9
zinnia,ENG,1.89,train,6
nickel,ENG,3.93,train,6
commute,ENG,2.95,train,7
pleasure,ENG,4.91,train,8
fairwater,ENG,1.99,train,9
queer,ENG,3.76,train,5
ballistics,ENG,3.37,train,10
battered,ENG,3.06,train,8
conniver,ENG,1.99,train,8
machinery,ENG,3.57,train,9
centerfold,ENG,2.84,train,10
surmised,ENG,2.33,train,8
shapeless,ENG,2.07,train,9
nun,ENG,3.84,train,3
threshing,ENG,1.89,train,9
bodily,ENG,3.33,train,6
enthusiast,ENG,2.77,train,10
manatee,ENG,2.33,train,7
statute,ENG,3.28,train,7
stead,ENG,3.03,train,5
emergency,ENG,4.74,train,9
name,ENG,5.81,train,4
absurdly,ENG,2.5,train,8
nerve,ENG,4.36,train,5
detailer,ENG,1.77,train,8
deflate,ENG,2.44,train,7
radiogram,ENG,2.29,train,9
fodder,ENG,2.59,train,6
badass,ENG,3.17,train,6
clarify,ENG,3.35,train,7
noisome,ENG,1.99,train,7
borough,ENG,3.08,train,7
incidence,ENG,2.57,train,9
quale,ENG,2.25,train,5
doily,ENG,2.5,train,5
opus,ENG,2.96,train,4
dioxin,ENG,2.07,train,6
daggers,ENG,3.08,train,7
gaff,ENG,2.81,train,4
sanitarium,ENG,3.36,train,10
marketing,ENG,3.68,train,9
bridled,ENG,1.89,train,7
cholera,ENG,3.05,train,7
reaction,ENG,4.21,train,8
furrow,ENG,2.07,train,6
vernacular,ENG,2.71,train,10
myth,ENG,3.84,train,4
whirlwind,ENG,2.99,train,9
proven,ENG,3.82,train,6
minefield,ENG,3.02,train,9
stump,ENG,3.39,train,5
afloat,ENG,3.23,train,6
canoodle,ENG,2.07,train,8
scull,ENG,1.89,train,5
syncope,ENG,2.25,train,7
stressful,ENG,3.4,train,9
fount,ENG,1.99,train,5
imprudent,ENG,2.41,train,9
willful,ENG,2.85,train,7
retry,ENG,2.07,train,5
lifetime,ENG,4.26,train,8
unspoken,ENG,3.06,train,8
personify,ENG,2.14,train,9
exotic,ENG,3.78,train,6
sparks,ENG,3.7,train,6
mascot,ENG,3.22,train,6
immunize,ENG,1.77,train,8
mileage,ENG,3.3,train,7
chatter,ENG,3.67,train,7
sow,ENG,3.29,train,3
misprint,ENG,2.47,train,8
emporium,ENG,2.95,train,8
mannerism,ENG,1.77,train,9
debacle,ENG,2.84,train,7
affront,ENG,2.78,train,7
auto,ENG,3.89,train,4
cubist,ENG,1.77,train,6
lymphatic,ENG,2.47,train,9
fried,ENG,4.01,train,5
ambitious,ENG,3.68,train,9
meter,ENG,3.79,train,5
tarmac,ENG,2.65,train,6
defrauder,ENG,1.77,train,9
aka,ENG,3.02,train,3
incite,ENG,2.63,train,6
paralysis,ENG,3.3,train,9
balladeer,ENG,1.89,train,9
pestle,ENG,2.8,train,6
lusty,ENG,2.8,train,5
bank,ENG,4.93,train,4
emesis,ENG,2.07,train,6
foreyard,ENG,1.89,train,8
despoil,ENG,1.77,train,7
magnolia,ENG,2.86,train,8
cleaner,ENG,3.84,train,7
metric,ENG,2.71,train,6
extend,ENG,3.81,train,6
maharaja,ENG,2.29,train,8
contrite,ENG,2.37,train,8
draughts,ENG,2.07,train,8
skill,ENG,3.9,train,5
despicable,ENG,3.33,train,10
superoxide,ENG,1.77,train,10
ponder,ENG,3.05,train,6
glabella,ENG,1.77,train,8
patten,ENG,2.14,train,6
petulance,ENG,2.07,train,9
calculus,ENG,2.97,train,8
nativity,ENG,2.57,train,8
outer,ENG,3.96,train,5
lingo,ENG,3.07,train,5
brouhaha,ENG,2.37,train,8
inactivity,ENG,1.89,train,10
excellency,ENG,4.0,train,10
apolitical,ENG,2.14,train,10
duffel,ENG,3.18,train,6
birdhouse,ENG,2.44,train,9
easeful,ENG,1.77,train,7
hireling,ENG,1.89,train,8
submission,ENG,3.04,train,10
inconstant,ENG,1.99,train,10
irritate,ENG,2.98,train,8
vermicelli,ENG,2.07,train,10
seminary,ENG,3.02,train,8
continent,ENG,3.57,train,9
agnostic,ENG,2.59,train,8
tambourine,ENG,2.95,train,10
blob,ENG,3.08,train,4
stewed,ENG,2.65,train,6
breadbox,ENG,2.14,train,8
crosser,ENG,2.07,train,7
blackball,ENG,2.25,train,9
operative,ENG,3.51,train,9
candlelit,ENG,2.41,train,9
biogenic,ENG,1.77,train,8
thrive,ENG,3.25,train,6
thrill,ENG,3.93,train,6
bungler,ENG,2.14,train,7
damning,ENG,2.65,train,7
comport,ENG,2.14,train,7
regarding,ENG,3.93,train,9
skeptic,ENG,2.71,train,7
geisha,ENG,3.46,train,6
shambling,ENG,1.77,train,9
blinding,ENG,3.17,train,8
monolith,ENG,2.94,train,8
moorland,ENG,1.89,train,8
tolerant,ENG,3.11,train,8
sheet,ENG,4.06,train,5
motherland,ENG,2.69,train,10
chevron,ENG,2.52,train,7
caseworker,ENG,2.47,train,10
leavings,ENG,2.33,train,8
settler,ENG,1.99,train,7
specify,ENG,2.96,train,7
shocking,ENG,3.79,train,8
trombone,ENG,3.11,train,8
saving,ENG,4.48,train,6
wormy,ENG,2.37,train,5
effusive,ENG,2.19,train,8
warranted,ENG,2.59,train,9
camshaft,ENG,2.37,train,8
nudge,ENG,3.06,train,5
forcibly,ENG,2.86,train,8
avoidable,ENG,1.77,train,9
slurry,ENG,1.77,train,6
forklift,ENG,2.99,train,8
hypocrisy,ENG,3.22,train,9
shakers,ENG,2.81,train,7
literal,ENG,3.14,train,7
voyager,ENG,3.06,train,7
renew,ENG,3.34,train,5
diapering,ENG,1.99,train,9
unbleached,ENG,1.77,train,10
groovy,ENG,3.58,train,6
dishwasher,ENG,3.31,train,10
spaceport,ENG,2.25,train,9
mixed,ENG,4.33,train,5
gyroscope,ENG,2.29,train,9
bolivar,ENG,2.65,train,7
dastardly,ENG,2.57,train,9
scalawag,ENG,2.14,train,8
perpetuate,ENG,2.59,train,10
feeble,ENG,3.23,train,6
pepperoni,ENG,3.41,train,9
oxbow,ENG,1.77,train,5
titian,ENG,2.69,train,6
doomed,ENG,3.91,train,6
fireplug,ENG,2.33,train,8
daffodil,ENG,2.33,train,8
prankster,ENG,2.37,train,9
explain,ENG,5.05,train,7
divining,ENG,2.25,train,8
curious,ENG,4.42,train,7
suckling,ENG,2.57,train,8
hunks,ENG,2.57,train,5
moneymaker,ENG,2.59,train,10
brazil,ENG,3.72,train,6
dynamic,ENG,3.33,train,7
besieged,ENG,2.44,train,8
axed,ENG,2.5,train,4
jean,ENG,4.25,train,4
summering,ENG,1.89,train,9
bedlam,ENG,3.09,train,6
reprove,ENG,1.77,train,7
prank,ENG,3.6,train,5
screening,ENG,3.53,train,9
slipknot,ENG,2.19,train,8
crude,ENG,3.48,train,5
infidelity,ENG,3.12,train,10
farcical,ENG,2.14,train,8
steroids,ENG,3.41,train,8
high,ENG,5.29,train,4
pleated,ENG,1.99,train,7
prejudiced,ENG,3.27,train,10
singleton,ENG,2.41,train,9
sighted,ENG,3.33,train,7
reclusive,ENG,2.52,train,9
scrap,ENG,3.64,train,5
showcasing,ENG,1.99,train,10
diffuser,ENG,2.19,train,8
mast,ENG,3.22,train,4
goods,ENG,4.09,train,5
miscast,ENG,1.89,train,7
wooded,ENG,2.55,train,6
lollipop,ENG,3.26,train,8
caretaker,ENG,3.39,train,9
refinement,ENG,2.74,train,10
superbly,ENG,2.37,train,8
pinkly,ENG,1.89,train,6
cogitate,ENG,1.89,train,8
rosier,ENG,2.41,train,6
farthing,ENG,2.44,train,8
catamite,ENG,1.77,train,8
relief,ENG,4.16,train,6
ilium,ENG,2.25,train,5
buggery,ENG,2.07,train,7
hatchet,ENG,3.3,train,7
diplomacy,ENG,3.21,train,9
prosecute,ENG,3.45,train,9
affable,ENG,2.14,train,7
lifelessly,ENG,1.77,train,10
blindfold,ENG,3.24,train,9
checkered,ENG,2.93,train,9
snag,ENG,3.28,train,4
funk,ENG,3.5,train,4
depressed,ENG,4.21,train,9
flannel,ENG,3.14,train,7
outrace,ENG,2.07,train,7
martyrdom,ENG,2.52,train,9
proofs,ENG,2.97,train,6
glassful,ENG,1.89,train,8
blitzkrieg,ENG,2.52,train,10
damned,ENG,4.25,train,6
unsettle,ENG,1.89,train,8
beef,ENG,4.29,train,4
mastiff,ENG,2.14,train,7
debriefing,ENG,3.03,train,10
cashbox,ENG,1.99,train,7
bongo,ENG,3.43,train,5
aid,ENG,4.14,train,3
airborne,ENG,3.63,train,8
unthinking,ENG,1.77,train,10
crusher,ENG,3.05,train,7
diarrhea,ENG,3.38,train,8
abaft,ENG,1.77,train,5
undertake,ENG,3.02,train,9
cased,ENG,2.63,train,5
guru,ENG,3.19,train,4
wiser,ENG,3.42,train,5
throbbing,ENG,3.08,train,9
shipment,ENG,3.8,train,8
insignia,ENG,2.92,train,8
countdown,ENG,3.55,train,9
episode,ENG,4.09,train,7
pallbearer,ENG,2.37,train,10
ungenerous,ENG,2.25,train,10
fishhooks,ENG,2.07,train,9
anarchy,ENG,3.31,train,7
mysterious,ENG,4.18,train,10
woefully,ENG,2.33,train,8
review,ENG,4.17,train,6
yore,ENG,2.44,train,4
skiing,ENG,3.62,train,6
hushed,ENG,2.71,train,6
confer,ENG,3.12,train,6
lighten,ENG,3.77,train,7
tonsure,ENG,1.77,train,7
spaceman,ENG,3.01,train,8
photogenic,ENG,2.78,train,10
lamasery,ENG,1.99,train,8
anything,ENG,5.96,train,8
sickbay,ENG,2.61,train,7
drying,ENG,3.23,train,6
claxon,ENG,2.19,train,6
bogeyman,ENG,2.95,train,8
biogenetic,ENG,1.99,train,10
intrinsic,ENG,2.33,train,9
indulgence,ENG,2.99,train,10
duh,ENG,3.6,train,3
hibachi,ENG,2.19,train,7
adjoining,ENG,3.06,train,9
botanist,ENG,2.47,train,8
dues,ENG,3.31,train,4
ant,ENG,3.73,train,3
patron,ENG,3.49,train,6
soothsayer,ENG,2.14,train,10
gemstone,ENG,1.89,train,8
whacking,ENG,3.1,train,8
batting,ENG,3.51,train,7
pronged,ENG,1.77,train,7
cocktail,ENG,4.04,train,8
retrospect,ENG,2.86,train,10
carryall,ENG,1.99,train,8
faint,ENG,3.97,train,5
spanking,ENG,3.26,train,8
arching,ENG,2.14,train,7
skywriting,ENG,2.19,train,10
like,ENG,6.6,train,4
spacecraft,ENG,3.36,train,10
popover,ENG,1.77,train,7
bounty,ENG,3.86,train,6
frivolous,ENG,3.08,train,9
throwaway,ENG,2.29,train,9
squeezing,ENG,3.31,train,9
seduce,ENG,3.54,train,6
babysit,ENG,3.31,train,7
brood,ENG,3.04,train,5
harridan,ENG,2.5,train,8
benefit,ENG,4.16,train,7
imitation,ENG,3.44,train,9
cranked,ENG,2.74,train,7
rostrum,ENG,1.99,train,7
esteem,ENG,3.23,train,6
juicer,ENG,2.61,train,6
encampment,ENG,2.52,train,10
repot,ENG,1.89,train,5
moisturize,ENG,2.07,train,10
uniformity,ENG,1.99,train,10
unwound,ENG,1.77,train,7
elucidate,ENG,2.14,train,9
vilify,ENG,2.25,train,6
phi,ENG,2.96,train,3
trainload,ENG,2.14,train,9
hemorrhage,ENG,3.24,train,10
perchance,ENG,2.89,train,9
indecision,ENG,2.65,train,10
airliner,ENG,2.77,train,8
vilely,ENG,1.89,train,6
seeing,ENG,5.04,train,6
rigatoni,ENG,2.5,train,8
popper,ENG,2.61,train,6
cockeye,ENG,1.99,train,7
normalize,ENG,1.99,train,9
charioteer,ENG,1.77,train,10
supposed,ENG,5.4,train,8
arsenal,ENG,3.3,train,7
goofball,ENG,2.75,train,8
associated,ENG,3.6,train,10
berthed,ENG,1.77,train,7
cleaving,ENG,1.89,train,8
weatherman,ENG,3.33,train,10
fico,ENG,2.95,train,4
lag,ENG,3.17,train,3
splay,ENG,1.99,train,5
phallic,ENG,2.5,train,7
celebrant,ENG,1.89,train,9
distortion,ENG,3.08,train,10
nepotism,ENG,2.29,train,8
procession,ENG,3.11,train,10
taught,ENG,4.64,train,6
workman,ENG,2.9,train,7
sides,ENG,4.21,train,5
hairdo,ENG,3.12,train,6
habit,ENG,4.16,train,5
stubble,ENG,2.57,train,7
residual,ENG,3.1,train,8
addition,ENG,3.89,train,8
nobly,ENG,2.65,train,5
scorched,ENG,2.88,train,8
druthers,ENG,2.77,train,8
mutilator,ENG,2.14,train,9
commensal,ENG,1.77,train,9
reschedule,ENG,3.55,train,10
wedging,ENG,1.89,train,7
knobby,ENG,1.99,train,6
ecstasy,ENG,3.5,train,7
mitten,ENG,2.67,train,6
castanets,ENG,1.99,train,9
infraction,ENG,2.84,train,10
gradient,ENG,2.29,train,8
astern,ENG,3.04,train,6
lameness,ENG,2.07,train,8
legged,ENG,2.19,train,6
respect,ENG,4.85,train,7
membrane,ENG,3.06,train,8
fatted,ENG,2.44,train,6
aesthetics,ENG,2.5,train,10
sextant,ENG,2.25,train,7
anklet,ENG,2.63,train,6
indie,ENG,2.69,train,5
mayor,ENG,4.49,train,5
brushing,ENG,3.34,train,8
concussion,ENG,3.65,train,10
prattle,ENG,2.59,train,7
pelting,ENG,2.29,train,7
feudal,ENG,2.33,train,6
reshape,ENG,2.37,train,7
balanced,ENG,3.38,train,8
fleshless,ENG,2.14,train,9
penalize,ENG,2.41,train,8
humane,ENG,3.26,train,6
expound,ENG,2.07,train,7
snipping,ENG,1.89,train,8
consulate,ENG,3.69,train,9
rho,ENG,2.19,train,3
win,ENG,5.13,train,3
historian,ENG,2.95,train,9
inspire,ENG,3.59,train,7
wired,ENG,3.88,train,5
infected,ENG,3.92,train,8
prelaw,ENG,2.07,train,6
lonesome,ENG,3.85,train,8
separatist,ENG,2.25,train,10
implicitly,ENG,2.75,train,10
tritium,ENG,1.89,train,7
securely,ENG,2.77,train,8
affliction,ENG,3.08,train,10
ferryboat,ENG,2.63,train,9
honeydew,ENG,2.47,train,8
paddleball,ENG,1.77,train,10
sapsucker,ENG,1.89,train,9
whistling,ENG,3.71,train,9
hysterical,ENG,3.85,train,10
aggie,ENG,3.32,train,5
heartfelt,ENG,3.16,train,9
posting,ENG,3.02,train,7
gilded,ENG,2.85,train,6
classical,ENG,3.64,train,9
pencil,ENG,3.99,train,6
dystonic,ENG,1.77,train,8
programmer,ENG,3.05,train,10
classwork,ENG,2.33,train,9
pregame,ENG,2.14,train,7
shore,ENG,4.3,train,5
must,ENG,5.84,train,4
superb,ENG,3.46,train,6
nomad,ENG,2.74,train,5
belonging,ENG,3.32,train,9
throng,ENG,2.52,train,6
hocus,ENG,2.59,train,5
holey,ENG,2.14,train,5
lessen,ENG,2.78,train,6
kolinsky,ENG,2.33,train,8
warping,ENG,1.89,train,7
seedling,ENG,2.07,train,8
juvenile,ENG,3.71,train,8
scoot,ENG,3.48,train,5
mitigation,ENG,1.89,train,10
splurge,ENG,2.59,train,7
panic,ENG,4.34,train,5
thirst,ENG,3.57,train,6
armory,ENG,3.27,train,6
targeted,ENG,3.34,train,8
banishment,ENG,2.33,train,10
coated,ENG,2.59,train,6
cylinder,ENG,3.2,train,8
chantey,ENG,1.99,train,7
notoriety,ENG,2.67,train,9
floor,ENG,5.0,train,5
bonder,ENG,1.77,train,6
anarchist,ENG,2.77,train,9
caldera,ENG,2.14,train,7
polished,ENG,3.3,train,8
picayune,ENG,1.89,train,8
blouse,ENG,3.73,train,6
walrus,ENG,3.06,train,6
tug,ENG,3.44,train,3
moussaka,ENG,2.14,train,8
similarly,ENG,2.82,train,9
quadruple,ENG,2.89,train,9
calmly,ENG,3.39,train,6
spec,ENG,2.95,train,4
funds,ENG,3.82,train,5
ulna,ENG,2.57,train,4
phrase,ENG,3.96,train,6
floozy,ENG,2.89,train,6
gimmicky,ENG,1.99,train,8
include,ENG,4.05,train,7
jailbird,ENG,2.84,train,8
rider,ENG,3.89,train,5
godmother,ENG,3.21,train,9
palmetto,ENG,1.99,train,8
misspent,ENG,2.33,train,8
yield,ENG,3.61,train,5
conviction,ENG,3.77,train,10
linguini,ENG,2.65,train,8
burrito,ENG,3.22,train,7
spite,ENG,3.88,train,5
edema,ENG,3.03,train,5
watt,ENG,3.28,train,4
completely,ENG,4.93,train,10
surtax,ENG,1.77,train,6
receptive,ENG,3.08,train,9
shekels,ENG,2.19,train,7
babe,ENG,4.55,train,4
barrage,ENG,3.02,train,7
showpiece,ENG,1.99,train,9
brutish,ENG,2.63,train,7
sloppily,ENG,1.89,train,8
burley,ENG,3.05,train,6
appetite,ENG,3.95,train,8
bushel,ENG,2.81,train,6
stranded,ENG,3.48,train,8
inserted,ENG,3.07,train,8
eggbeater,ENG,2.41,train,9
sort,ENG,5.17,train,4
resupply,ENG,2.57,train,8
imperious,ENG,2.5,train,9
notify,ENG,3.86,train,6
patriotism,ENG,3.22,train,10
kinfolk,ENG,2.57,train,7
exclusion,ENG,2.41,train,9
worksheet,ENG,2.07,train,9
entree,ENG,2.93,train,6
panel,ENG,3.86,train,5
hackamore,ENG,1.77,train,9
smutty,ENG,2.37,train,6
reticulum,ENG,2.14,train,9
cutaneous,ENG,1.89,train,9
maudlin,ENG,2.69,train,7
scrapping,ENG,2.37,train,9
upward,ENG,3.23,train,6
overshot,ENG,2.57,train,8
scudder,ENG,1.89,train,7
animosity,ENG,2.8,train,9
painting,ENG,4.47,train,8
kink,ENG,2.84,train,4
lethal,ENG,3.75,train,6
sniper,ENG,3.64,train,6
