data,label,split,freq,len
berdea,EUS,train,22.62,6
bezeroren,EUS,train,1.36,9
pilotua,EUS,train,2.55,7
zenezakeen,EUS,train,2.11,10
fidantzia,EUS,train,3.21,9
bainu,EUS,train,8.23,5
irudiak,EUS,train,65.58,7
labeak,EUS,train,1.67,6
kexatuko,EUS,train,1.76,8
gibelak,EUS,train,1.8,7
ninduzun,EUS,train,6.87,8
kalapitan,EUS,train,1.23,9
kausitua,EUS,train,1.28,8
kabinara,EUS,train,0.97,8
beharginak,EUS,train,6.47,10
eternitate,EUS,train,2.77,10
pitin,EUS,train,6.16,5
pub,EUS,train,4.31,3
atondua,EUS,train,1.5,7
ildoaren,EUS,train,1.1,8
mundial,EUS,train,1.19,7
pultsua,EUS,train,2.6,7
ondasun,EUS,train,31.07,7
lander,EUS,train,7.83,6
espresio,EUS,train,3.57,8
krokodilo,EUS,train,1.5,9
justok,EUS,train,3.52,6
ehizarako,EUS,train,2.38,9
legegile,EUS,train,2.73,8
pozoitu,EUS,train,4.05,7
rallyan,EUS,train,3.08,7
egoitzarat,EUS,train,12.59,10
ospetsu,EUS,train,21.44,7
gurasoei,EUS,train,15.98,8
urrina,EUS,train,2.11,6
eztei,EUS,train,8.98,5
giderrak,EUS,train,1.8,8
baliatu,EUS,train,101.54,7
ahotsek,EUS,train,2.16,7
desertu,EUS,train,2.68,7
epel,EUS,train,15.89,4
deliberatu,EUS,train,24.65,10
osasunaz,EUS,train,2.86,8
punta,EUS,train,26.59,5
barna,EUS,train,38.21,5
basoan,EUS,train,16.59,6
intziria,EUS,train,1.19,8
kresala,EUS,train,2.02,7
enparauen,EUS,train,1.72,9
aldundiek,EUS,train,3.04,9
ebazpenari,EUS,train,1.98,10
jainkozale,EUS,train,1.98,10
hutsean,EUS,train,31.56,7
arbitrajea,EUS,train,1.23,10
txalupa,EUS,train,16.95,7
jaki,EUS,train,13.25,4
zidaan,EUS,train,11.18,6
ideien,EUS,train,16.46,6
hila,EUS,train,43.97,4
luzeez,EUS,train,0.97,6
orro,EUS,train,9.99,4
hiletarik,EUS,train,1.19,9
existi,EUS,train,1.32,6
guarda,EUS,train,4.45,6
porrokatu,EUS,train,2.16,9
saskia,EUS,train,3.43,6
objektiboa,EUS,train,10.04,10
orpoak,EUS,train,1.01,6
batgarren,EUS,train,1.5,9
sakelakoa,EUS,train,1.01,9
dot,EUS,train,9.64,3
xedearen,EUS,train,3.43,8
ukimena,EUS,train,1.85,7
xamar,EUS,train,4.27,5
altura,EUS,train,2.46,6
frangoren,EUS,train,2.77,9
finezko,EUS,train,1.58,7
moralez,EUS,train,1.06,7
hoska,EUS,train,2.64,5
bekan,EUS,train,1.01,5
laukiz,EUS,train,1.06,6
hegoaldeko,EUS,train,55.94,10
pailazoa,EUS,train,1.32,8
airatzen,EUS,train,1.54,8
taxutzen,EUS,train,2.2,8
iragankor,EUS,train,2.55,9
sasiak,EUS,train,3.13,6
intuizio,EUS,train,2.99,8
ziola,EUS,train,132.31,5
gorka,EUS,train,34.24,5
damuz,EUS,train,1.94,5
zertan,EUS,train,139.7,6
forma,EUS,train,89.31,5
moduarekin,EUS,train,1.72,10
geziz,EUS,train,1.1,5
eguerditan,EUS,train,14.66,10
barrutien,EUS,train,1.01,9
berantean,EUS,train,1.32,9
oles,EUS,train,1.67,4
ordenadore,EUS,train,1.1,10
iruten,EUS,train,1.36,6
balia,EUS,train,11.4,5
sakramentu,EUS,train,1.89,10
untziaren,EUS,train,2.46,9
goroldio,EUS,train,1.94,8
orkatilak,EUS,train,1.85,9
defizita,EUS,train,12.28,8
tonelada,EUS,train,1.1,8
zeundela,EUS,train,3.52,8
penaltiz,EUS,train,3.21,8
nagusiek,EUS,train,22.93,8
botorekin,EUS,train,1.1,9
belarriari,EUS,train,1.06,10
joeraren,EUS,train,1.94,8
anaiarena,EUS,train,1.1,9
akitzen,EUS,train,1.94,7
bokalak,EUS,train,3.08,7
balituzte,EUS,train,6.38,9
motoa,EUS,train,3.57,5
hautu,EUS,train,13.78,5
jendetza,EUS,train,20.91,8
jaurtiketa,EUS,train,21.52,10
diskak,EUS,train,1.01,6
zeudenez,EUS,train,3.87,8
pika,EUS,train,2.82,4
esperoan,EUS,train,13.16,8
ihartu,EUS,train,3.65,6
desarmea,EUS,train,4.05,8
zorura,EUS,train,1.76,6
telebistak,EUS,train,14.57,10
zitzaidala,EUS,train,24.74,10
kideetatik,EUS,train,1.8,10
diotso,EUS,train,5.94,6
txo,EUS,train,5.68,3
asmoa,EUS,train,203.66,5
zaita,EUS,train,1.41,5
armekin,EUS,train,2.73,7
mamua,EUS,train,8.27,5
elizkizun,EUS,train,7.92,9
ahotsak,EUS,train,34.02,7
loreak,EUS,train,25.57,6
jausiko,EUS,train,2.64,7
norat,EUS,train,9.64,5
zaindarien,EUS,train,6.03,10
biri,EUS,train,2.64,4
murgiltze,EUS,train,1.36,9
axuantak,EUS,train,2.86,8
erietxetik,EUS,train,1.23,10
dugunean,EUS,train,27.38,8
darraio,EUS,train,1.28,7
arrotzean,EUS,train,1.5,9
onar,EUS,train,22.18,4
heroiak,EUS,train,4.89,7
solte,EUS,train,3.87,5
urrunen,EUS,train,3.96,7
janaren,EUS,train,1.28,7
zura,EUS,train,6.69,4
orori,EUS,train,17.69,5
anaiari,EUS,train,14.97,7
jakitera,EUS,train,18.49,8
zidalarik,EUS,train,2.68,9
saia,EUS,train,12.9,4
jabeen,EUS,train,3.3,6
urkia,EUS,train,4.75,5
erdiaren,EUS,train,4.45,8
diezazun,EUS,train,1.1,8
guneak,EUS,train,15.89,6
medikuek,EUS,train,28.7,8
tiki,EUS,train,4.09,4
dinamikan,EUS,train,2.02,9
azkenaren,EUS,train,2.77,9
esana,EUS,train,64.31,5
sindikatuk,EUS,train,2.33,10
hartzera,EUS,train,58.63,8
poemek,EUS,train,1.01,6
marranta,EUS,train,1.23,8
ezkutuaren,EUS,train,1.5,10
itsuen,EUS,train,2.99,6
biziagoak,EUS,train,2.99,9
agurrak,EUS,train,4.49,7
edozer,EUS,train,42.61,6
tranpak,EUS,train,2.2,7
karkaila,EUS,train,2.07,8
basapiztia,EUS,train,3.08,10
fusilatzen,EUS,train,1.23,10
berberak,EUS,train,33.01,8
bateria,EUS,train,12.02,7
urruna,EUS,train,5.94,6
tinkotasun,EUS,train,1.23,10
ahalezkoa,EUS,train,1.41,9
fitxategia,EUS,train,1.14,10
inola,EUS,train,47.71,5
masaren,EUS,train,1.89,7
ipini,EUS,train,80.2,5
txarrek,EUS,train,2.73,7
bizilekuan,EUS,train,1.5,10
saltzea,EUS,train,13.56,7
zulorik,EUS,train,1.72,7
komiteak,EUS,train,7.0,8
hegatzen,EUS,train,1.32,8
bahi,EUS,train,1.14,4
samurragoa,EUS,train,2.46,10
euskarria,EUS,train,4.18,9
baieztatua,EUS,train,1.32,10
itxiko,EUS,train,17.25,6
sailkatuko,EUS,train,7.92,10
sinatzaile,EUS,train,0.97,10
eramanen,EUS,train,11.84,8
ikara,EUS,train,36.18,5
men,EUS,train,25.97,3
harriturik,EUS,train,33.76,10
gaien,EUS,train,11.93,5
musu,EUS,train,65.05,4
gales,EUS,train,12.37,5
xuxenean,EUS,train,2.07,8
larrituta,EUS,train,2.95,9
judizial,EUS,train,5.06,8
probintzia,EUS,train,17.52,10
bairen,EUS,train,3.79,6
harata,EUS,train,1.5,6
ehe,EUS,train,4.62,3
txilinak,EUS,train,1.19,8
aurpegien,EUS,train,1.19,9
trabatua,EUS,train,2.33,8
hormarik,EUS,train,0.97,8
erro,EUS,train,16.24,4
belztuak,EUS,train,1.67,8
zolan,EUS,train,7.57,5
olatua,EUS,train,1.8,6
onartuz,EUS,train,14.53,7
enbrioia,EUS,train,2.24,8
suabe,EUS,train,2.46,5
bankuaren,EUS,train,6.51,9
bideratua,EUS,train,2.46,9
profanatu,EUS,train,2.24,9
errepika,EUS,train,11.44,8
blokeak,EUS,train,1.19,7
hartzek,EUS,train,1.1,7
nekazarien,EUS,train,11.14,10
mahaian,EUS,train,49.87,7
langilez,EUS,train,1.06,8
denak,EUS,train,420.3,5
pausoan,EUS,train,1.8,7
badenik,EUS,train,1.1,7
garelarik,EUS,train,6.16,9
erbia,EUS,train,2.38,5
hun,EUS,train,1.19,3
utz,EUS,train,60.04,3
zakurren,EUS,train,6.12,8
elizgizon,EUS,train,3.74,9
zeruari,EUS,train,7.92,7
kazkabarra,EUS,train,2.2,10
mihi,EUS,train,16.24,4
enpirikoen,EUS,train,1.8,10
bertutean,EUS,train,1.1,9
erre,EUS,train,96.97,4
aulkia,EUS,train,15.05,6
batura,EUS,train,5.99,6
bezeroekin,EUS,train,1.98,10
berexia,EUS,train,1.85,7
estolda,EUS,train,1.72,7
ilarrak,EUS,train,1.14,7
iltzatu,EUS,train,5.24,7
oposizioan,EUS,train,3.26,10
doazenen,EUS,train,1.32,8
hemen,EUS,train,677.44,5
gutunik,EUS,train,3.26,7
oihan,EUS,train,16.99,5
iritsiz,EUS,train,4.09,7
faktorea,EUS,train,2.91,8
kalonje,EUS,train,5.02,7
zentrora,EUS,train,3.52,8
aurkeztuko,EUS,train,89.22,10
lapurtua,EUS,train,1.85,8
arrazoinik,EUS,train,3.13,10
antzea,EUS,train,1.72,6
gogorkeria,EUS,train,1.5,10
kristauak,EUS,train,8.41,9
gerizan,EUS,train,2.16,7
berriz,EUS,train,1255.4,6
osoaz,EUS,train,4.36,5
kapelak,EUS,train,3.21,7
izitu,EUS,train,1.36,5
latsan,EUS,train,0.97,6
aldare,EUS,train,17.52,6
zerbeza,EUS,train,6.12,7
amuak,EUS,train,0.97,5
zaik,EUS,train,21.13,4
inspirazio,EUS,train,5.9,10
merkea,EUS,train,8.41,6
jasaten,EUS,train,40.54,7
neo,EUS,train,2.02,3
semeaz,EUS,train,2.02,6
izurriaren,EUS,train,1.23,10
inportanta,EUS,train,1.45,10
puzkerrak,EUS,train,1.14,9
hertsatu,EUS,train,2.11,8
listua,EUS,train,5.72,6
galdegitea,EUS,train,1.36,10
etsaiaren,EUS,train,12.54,9
gezurrik,EUS,train,11.27,8
leinu,EUS,train,10.48,5
selekzioan,EUS,train,5.94,10
aholkatu,EUS,train,12.59,8
pestak,EUS,train,4.01,6
guk,EUS,train,300.8,3
eguzkiak,EUS,train,33.98,8
emate,EUS,train,6.25,5
bidoi,EUS,train,1.1,5
aldion,EUS,train,1.32,6
beldurti,EUS,train,2.24,8
jazotako,EUS,train,3.08,8
ahazturik,EUS,train,7.53,9
langabeak,EUS,train,2.02,9
obispoa,EUS,train,1.89,7
jokaleku,EUS,train,6.73,8
lanbro,EUS,train,4.58,6
kostaldeko,EUS,train,22.54,10
jaulier,EUS,train,1.32,7
bazaik,EUS,train,1.98,6
tasa,EUS,train,38.56,4
jabea,EUS,train,25.13,5
lankideak,EUS,train,6.47,9
balu,EUS,train,151.68,4
ulermena,EUS,train,2.55,8
garbien,EUS,train,2.77,7
galeriaren,EUS,train,1.72,10
erosle,EUS,train,5.28,6
logelatik,EUS,train,3.61,9
aterki,EUS,train,3.17,6
dirauten,EUS,train,2.29,8
suspertzea,EUS,train,3.08,10
berez,EUS,train,135.39,5
literalki,EUS,train,2.11,9
aldetik,EUS,train,258.63,7
guztiaz,EUS,train,17.43,7
espirituko,EUS,train,2.29,10
aliantzak,EUS,train,3.26,9
okelaren,EUS,train,1.1,8
eginik,EUS,train,83.63,6
dakizu,EUS,train,49.61,6
tokirantz,EUS,train,1.1,9
fotoa,EUS,train,1.14,5
batto,EUS,train,12.28,5
milatik,EUS,train,3.74,7
haurreko,EUS,train,1.63,8
amor,EUS,train,13.29,4
deituta,EUS,train,20.82,7
azote,EUS,train,1.67,5
txikiekin,EUS,train,4.45,9
klasikotik,EUS,train,0.97,10
arroparen,EUS,train,1.76,9
lanpostua,EUS,train,9.16,9
kaiku,EUS,train,8.72,5
aitatzat,EUS,train,1.36,8
master,EUS,train,2.24,6
egon,EUS,train,895.93,4
hamaikako,EUS,train,4.18,9
eustan,EUS,train,2.02,6
agurra,EUS,train,26.32,6
antxeta,EUS,train,2.42,7
goxoak,EUS,train,11.05,6
natural,EUS,train,20.95,7
hobeko,EUS,train,1.98,6
protestant,EUS,train,2.82,10
lortzear,EUS,train,1.36,8
diharduten,EUS,train,11.27,10
zanpa,EUS,train,4.71,5
biok,EUS,train,136.8,4
tentetu,EUS,train,5.81,7
pertsonek,EUS,train,13.56,9
ditinat,EUS,train,3.21,7
oroimenik,EUS,train,1.58,9
genituzke,EUS,train,11.88,9
amultsu,EUS,train,2.29,7
ingelesez,EUS,train,29.45,9
larran,EUS,train,1.41,6
tropikalak,EUS,train,1.36,10
burraso,EUS,train,7.83,7
epeltasuna,EUS,train,1.5,10
hala,EUS,train,1426.93,4
erromes,EUS,train,12.68,7
datarik,EUS,train,3.52,7
zizkion,EUS,train,174.04,7
nahigabetu,EUS,train,4.27,10
iturrien,EUS,train,16.07,8
infinitua,EUS,train,6.16,9
udalerrien,EUS,train,2.24,10
duk,EUS,train,418.1,3
juzku,EUS,train,1.01,5
bertutea,EUS,train,9.38,8
mesedeak,EUS,train,2.29,8
hezetasun,EUS,train,4.8,9
iturri,EUS,train,86.58,6
gabeen,EUS,train,2.29,6
dizuna,EUS,train,4.36,6
hiriak,EUS,train,33.1,6
nebak,EUS,train,4.09,5
esprinter,EUS,train,2.29,9
irudiko,EUS,train,33.23,7
ardatza,EUS,train,18.18,7
zurrundu,EUS,train,1.58,8
besoan,EUS,train,9.68,6
puntuan,EUS,train,22.1,7
bestean,EUS,train,52.16,7
jar,EUS,train,45.82,3
hitzetara,EUS,train,1.89,9
eskegita,EUS,train,6.51,8
baduzula,EUS,train,1.28,8
zaharrari,EUS,train,9.24,9
aldapek,EUS,train,1.01,7
lurpean,EUS,train,7.88,7
arropekin,EUS,train,1.58,9
motoaren,EUS,train,1.01,8
kanka,EUS,train,1.14,5
baititu,EUS,train,60.56,7
gorpuzkera,EUS,train,5.9,10
markaturik,EUS,train,2.51,10
udaleku,EUS,train,1.36,7
guzientzat,EUS,train,8.89,10
zihoan,EUS,train,102.69,6
zetorkien,EUS,train,1.45,9
rollo,EUS,train,1.14,5
lanengatik,EUS,train,1.41,10
aleak,EUS,train,8.85,5
nabari,EUS,train,38.56,6
janzkeraz,EUS,train,1.01,9
ainitz,EUS,train,115.54,6
askari,EUS,train,2.24,6
hirirantz,EUS,train,1.32,9
lidergoa,EUS,train,11.09,8
sartzekoa,EUS,train,1.28,9
bilatutako,EUS,train,1.23,10
kantaldi,EUS,train,18.27,8
muntaia,EUS,train,4.97,7
tutoretza,EUS,train,1.06,9
ekinen,EUS,train,4.58,6
baga,EUS,train,3.74,4
ziegetan,EUS,train,3.74,8
xaharra,EUS,train,9.6,7
sendatua,EUS,train,3.43,8
bainan,EUS,train,294.95,6
zihoana,EUS,train,4.45,7
lehergailu,EUS,train,18.53,10
anaiarte,EUS,train,0.97,8
metaforaz,EUS,train,1.98,9
amairik,EUS,train,1.41,7
burusia,EUS,train,0.97,7
petrolaki,EUS,train,3.3,9
gailentzen,EUS,train,8.94,10
neguak,EUS,train,3.48,6
nausia,EUS,train,5.41,6
gaizkitu,EUS,train,1.72,8
patu,EUS,train,8.67,4
talentu,EUS,train,6.65,7
tantoek,EUS,train,0.97,7
espresioa,EUS,train,1.89,9
jagi,EUS,train,1.63,4
narrasti,EUS,train,2.73,8
sufritu,EUS,train,29.75,7
hur,EUS,train,3.7,3
herriraino,EUS,train,2.24,10
bagenu,EUS,train,26.23,6
astialdia,EUS,train,3.04,9
absurdoak,EUS,train,1.36,9
ahaztuz,EUS,train,2.24,7
gauza,EUS,train,946.33,5
gizonetako,EUS,train,3.08,10
maldaren,EUS,train,0.97,8
kutxako,EUS,train,9.6,7
osoagoa,EUS,train,1.89,7
borra,EUS,train,1.63,5
formarik,EUS,train,2.91,8
lehiakide,EUS,train,6.34,9
moralari,EUS,train,1.67,8
ahiturik,EUS,train,2.51,8
pisuz,EUS,train,0.97,5
beroko,EUS,train,1.01,6
aldagaiak,EUS,train,1.63,9
neskatoak,EUS,train,12.32,9
disimulu,EUS,train,1.14,8
sosik,EUS,train,5.72,5
askok,EUS,train,170.29,5
egunen,EUS,train,60.79,6
beharia,EUS,train,4.71,7
edukitzen,EUS,train,14.39,9
usaia,EUS,train,9.9,5
tratatzen,EUS,train,17.87,9
ilunetik,EUS,train,3.04,8
aritzen,EUS,train,77.86,7
urez,EUS,train,14.39,4
gida,EUS,train,18.18,4
aldartea,EUS,train,4.09,8
korala,EUS,train,3.79,6
guzitik,EUS,train,3.17,7
galtze,EUS,train,3.83,6
nekarren,EUS,train,1.5,8
itxiaren,EUS,train,1.54,8
saminak,EUS,train,3.7,7
bakarkako,EUS,train,9.64,9
taldeekin,EUS,train,10.7,9
umeekin,EUS,train,5.02,7
eguneratu,EUS,train,2.82,9
sardea,EUS,train,1.01,6
sonata,EUS,train,1.19,6
leuntzen,EUS,train,3.96,8
zintzoari,EUS,train,1.89,9
apostasia,EUS,train,1.32,9
hauetako,EUS,train,23.02,8
gizakiek,EUS,train,12.76,8
ekimenaren,EUS,train,17.34,10
ontasunak,EUS,train,3.39,9
dioxidoa,EUS,train,2.82,8
gurditik,EUS,train,1.23,8
irakiarrei,EUS,train,3.7,10
erraten,EUS,train,41.42,7
hesiak,EUS,train,8.85,6
ustelaren,EUS,train,2.07,9
mundurat,EUS,train,2.02,8
segidarik,EUS,train,2.82,9
gutxienez,EUS,train,133.15,9
kontuen,EUS,train,7.04,7
baduk,EUS,train,25.13,5
hazkunde,EUS,train,22.01,8
sakana,EUS,train,1.63,6
gixon,EUS,train,1.19,5
galtzak,EUS,train,16.33,7
zirenean,EUS,train,97.1,8
moztua,EUS,train,4.53,6
hartze,EUS,train,36.36,6
dagoelako,EUS,train,48.15,9
dizkie,EUS,train,28.39,6
lekukorik,EUS,train,3.21,9
gisaz,EUS,train,18.53,5
genukeena,EUS,train,1.89,9
badakizula,EUS,train,1.28,10
hiztegiak,EUS,train,3.87,9
behartzeko,EUS,train,6.07,10
orrien,EUS,train,2.42,6
igandekoa,EUS,train,5.06,9
daukazue,EUS,train,5.9,8
ageria,EUS,train,3.39,6
aktibo,EUS,train,6.78,6
nagusitik,EUS,train,9.16,9
eraikia,EUS,train,15.63,7
lapurtzea,EUS,train,2.68,9
amaituta,EUS,train,20.95,8
campusean,EUS,train,3.08,9
zaio,EUS,train,402.78,4
mujik,EUS,train,1.01,5
erreak,EUS,train,6.25,6
deusezten,EUS,train,1.06,9
meatzari,EUS,train,3.83,8
samarrak,EUS,train,14.83,8
deritzoten,EUS,train,1.06,10
gimnasio,EUS,train,1.72,8
finean,EUS,train,58.32,6
ebanjelioa,EUS,train,5.15,10
mugimendua,EUS,train,41.73,10
armiarmak,EUS,train,2.2,9
umoreak,EUS,train,1.5,7
oinazeen,EUS,train,1.1,8
bazaizu,EUS,train,8.45,7
itzuliko,EUS,train,110.83,8
irratiz,EUS,train,3.48,7
hurbildik,EUS,train,1.5,9
lord,EUS,train,7.39,4
ergela,EUS,train,16.07,6
sarekada,EUS,train,4.27,8
irriz,EUS,train,16.24,5
datuak,EUS,train,67.26,6
karpa,EUS,train,4.14,5
makia,EUS,train,1.36,5
logelan,EUS,train,15.23,7
segitzea,EUS,train,11.0,8
gutako,EUS,train,11.22,6
mintegi,EUS,train,7.75,7
bortxatuak,EUS,train,2.73,10
nitinan,EUS,train,1.72,7
dala,EUS,train,5.63,4
aska,EUS,train,11.97,4
tankea,EUS,train,1.06,6
mantxa,EUS,train,4.75,6
iraupen,EUS,train,10.83,7
genomaren,EUS,train,1.76,9
boladak,EUS,train,3.35,7
interesen,EUS,train,15.8,9
poliziez,EUS,train,0.97,8
ezagunei,EUS,train,0.97,8
norakoen,EUS,train,2.02,8
sudurra,EUS,train,21.66,7
paparrean,EUS,train,5.81,9
errealetan,EUS,train,1.06,10
lantalde,EUS,train,1.28,8
nongoa,EUS,train,6.43,6
zentroaren,EUS,train,5.37,10
hoben,EUS,train,2.99,5
hiriek,EUS,train,2.11,6
eskaerak,EUS,train,22.45,8
paperean,EUS,train,16.37,8
isilune,EUS,train,13.42,7
istantean,EUS,train,4.58,9
laukizko,EUS,train,1.94,8
xiringa,EUS,train,1.76,7
finalisten,EUS,train,1.5,10
herriratu,EUS,train,1.28,9
borobildu,EUS,train,1.45,9
bisaian,EUS,train,1.76,7
aldea,EUS,train,101.28,5
topaleku,EUS,train,1.94,8
mehatxuka,EUS,train,5.5,9
fundazioa,EUS,train,6.95,9
razional,EUS,train,1.32,8
burtsako,EUS,train,2.91,8
daramatzan,EUS,train,4.23,10
egiatan,EUS,train,8.72,7
ontologia,EUS,train,2.42,9
begientzat,EUS,train,1.85,10
eginikoa,EUS,train,5.99,8
tenkatzen,EUS,train,1.1,9
sorrarazi,EUS,train,11.18,9
dolarretik,EUS,train,3.83,10
putak,EUS,train,2.33,5
etortzean,EUS,train,4.23,9
heren,EUS,train,14.0,5
berandu,EUS,train,70.2,7
behe,EUS,train,15.14,4
legezko,EUS,train,21.35,7
iritsiak,EUS,train,3.52,8
chip,EUS,train,2.29,4
antxoa,EUS,train,7.04,6
kremlinek,EUS,train,2.46,9
besoez,EUS,train,2.07,6
kotoia,EUS,train,1.41,6
amaitzera,EUS,train,2.2,9
definitzen,EUS,train,17.52,10
dizkidala,EUS,train,1.32,9
nirea,EUS,train,45.38,5
dakitela,EUS,train,6.91,8
lausoki,EUS,train,1.54,7
landu,EUS,train,55.94,5
lerrokatu,EUS,train,2.95,9
xerrak,EUS,train,2.11,6
goiburua,EUS,train,1.28,8
arimatik,EUS,train,1.54,8
berdeak,EUS,train,29.27,7
genozidioa,EUS,train,4.84,10
zihoakion,EUS,train,4.36,9
ligatik,EUS,train,3.13,7
gay,EUS,train,10.7,3
tolosarrek,EUS,train,1.45,10
zizkioat,EUS,train,1.23,8
beroegi,EUS,train,1.01,7
otsailetik,EUS,train,2.64,10
duelarik,EUS,train,32.57,8
hainbatean,EUS,train,1.1,10
bidetatik,EUS,train,1.67,9
errezoak,EUS,train,1.1,8
kasuko,EUS,train,2.64,6
soin,EUS,train,6.82,4
arabarrak,EUS,train,3.21,9
izkinan,EUS,train,5.94,7
ehortziak,EUS,train,1.14,9
diseinuak,EUS,train,1.36,9
porturatu,EUS,train,1.01,9
klasikoak,EUS,train,12.94,9
amorratua,EUS,train,10.43,9
onaz,EUS,train,3.52,4
grekoek,EUS,train,5.99,7
bakek,EUS,train,1.76,5
ibar,EUS,train,8.8,4
deika,EUS,train,16.81,5
lotzea,EUS,train,9.64,6
hartzeko,EUS,train,273.29,8
dugu,EUS,train,1473.76,4
zorrotzak,EUS,train,26.72,9
hegalera,EUS,train,1.1,8
eskakizuna,EUS,train,9.55,10
murgilduak,EUS,train,1.19,10
zeramatzan,EUS,train,24.65,10
igoarazi,EUS,train,3.96,8
launaka,EUS,train,1.19,7
planeta,EUS,train,18.0,7
galeraz,EUS,train,1.06,7
kemenik,EUS,train,6.38,7
epean,EUS,train,17.87,5
adosten,EUS,train,3.26,7
ikuskatu,EUS,train,4.58,8
hitzek,EUS,train,32.09,6
garbi,EUS,train,271.75,5
baldintzei,EUS,train,3.35,10
goaitatzen,EUS,train,1.06,10
ageriko,EUS,train,19.67,7
futboleko,EUS,train,3.13,9
erru,EUS,train,8.45,4
luzeen,EUS,train,7.7,6
abokatuei,EUS,train,2.38,9
animatua,EUS,train,1.06,8
idazlanak,EUS,train,4.71,9
diena,EUS,train,8.36,5
funski,EUS,train,2.2,6
batendako,EUS,train,2.51,9
ordea,EUS,train,926.83,5
jazarleen,EUS,train,1.14,9
txosteneko,EUS,train,1.1,10
zerratzen,EUS,train,1.32,9
tasunak,EUS,train,1.19,7
hindu,EUS,train,3.7,5
bortitz,EUS,train,19.94,7
ofizialen,EUS,train,12.32,9
orriko,EUS,train,3.79,6
greziarrak,EUS,train,4.23,10
ostatuz,EUS,train,2.33,7
soila,EUS,train,25.44,5
mundutar,EUS,train,1.32,8
trebatuak,EUS,train,1.85,9
graziazko,EUS,train,1.01,9
telefonoa,EUS,train,33.98,9
imajinario,EUS,train,0.97,10
eskaturiko,EUS,train,1.67,10
lor,EUS,train,34.24,3
farmazia,EUS,train,3.04,8
dohainik,EUS,train,10.12,8
izenekin,EUS,train,3.35,8
miragarri,EUS,train,5.85,9
gabezia,EUS,train,24.43,7
baso,EUS,train,40.14,4
badauden,EUS,train,1.67,8
minarekin,EUS,train,2.64,9
gabonetako,EUS,train,7.0,10
gezien,EUS,train,1.5,6
ezkurra,EUS,train,15.32,7
asebeteko,EUS,train,0.97,9
zinismoa,EUS,train,1.23,8
eskulan,EUS,train,4.4,7
asunak,EUS,train,1.19,6
gerokorik,EUS,train,1.1,9
mendietako,EUS,train,5.33,10
utzitakoak,EUS,train,1.58,10
zilarraren,EUS,train,0.97,10
zamarra,EUS,train,2.42,7
enpresetan,EUS,train,8.63,10
naturala,EUS,train,27.86,8
gerrari,EUS,train,8.89,7
kontsumitu,EUS,train,2.11,10
sokan,EUS,train,1.67,5
langelan,EUS,train,1.36,8
herrikoek,EUS,train,1.58,9
irekiaren,EUS,train,1.94,9
ahularen,EUS,train,1.76,8
zimino,EUS,train,1.8,6
zure,EUS,train,661.24,4
udalak,EUS,train,83.81,6
pobretxo,EUS,train,2.73,8
akusazio,EUS,train,13.38,8
estal,EUS,train,2.86,5
hatzekin,EUS,train,4.49,8
aztarrenik,EUS,train,3.83,10
hezearen,EUS,train,1.19,8
ertzainak,EUS,train,12.06,9
aguantatu,EUS,train,1.01,9
autok,EUS,train,5.63,5
tonu,EUS,train,20.03,4
kurduaren,EUS,train,1.85,9
sentsuei,EUS,train,1.06,8
gidoi,EUS,train,4.71,5
lantokiko,EUS,train,1.85,9
landuta,EUS,train,1.72,7
elbarritu,EUS,train,1.14,9
aliatuek,EUS,train,2.2,8
emakumea,EUS,train,106.47,8
epsilon,EUS,train,2.16,7
sasoietan,EUS,train,2.82,9
katalanez,EUS,train,7.39,9
eraturiko,EUS,train,2.16,9
etzateko,EUS,train,2.82,8
kasa,EUS,train,19.5,4
ahuspez,EUS,train,5.28,7
maka,EUS,train,1.5,4
lehiatzen,EUS,train,9.73,9
egiazkoa,EUS,train,20.29,8
hautatuen,EUS,train,1.32,9
dator,EUS,train,98.42,5
genion,EUS,train,56.25,6
aurreraino,EUS,train,1.01,10
oliba,EUS,train,4.53,5
patuaz,EUS,train,1.19,6
nengoelako,EUS,train,5.33,10
hainek,EUS,train,0.97,6
torneoko,EUS,train,16.55,8
juduek,EUS,train,11.84,6
espiritual,EUS,train,6.16,10
tomateak,EUS,train,1.36,8
radio,EUS,train,14.7,5
kalakan,EUS,train,4.31,7
posible,EUS,train,89.13,7
eraldatu,EUS,train,5.72,8
erak,EUS,train,4.58,4
dionez,EUS,train,8.54,6
ilargia,EUS,train,16.95,7
zinez,EUS,train,117.43,5
bakartiak,EUS,train,2.07,9
bukatzera,EUS,train,1.54,9
fluxu,EUS,train,1.41,5
biktimari,EUS,train,1.8,9
irudien,EUS,train,12.28,7
ausarta,EUS,train,17.56,7
goragotik,EUS,train,1.14,9
zekarrena,EUS,train,1.14,9
lanaren,EUS,train,74.25,7
fado,EUS,train,1.14,4
eroango,EUS,train,2.86,7
azafata,EUS,train,1.63,7
zaurituta,EUS,train,8.85,9
unionistak,EUS,train,3.26,10
tantaka,EUS,train,4.89,7
duanean,EUS,train,2.07,7
aipatzen,EUS,train,144.37,8
diote,EUS,train,504.68,5
ttikia,EUS,train,6.87,6
auzipetuen,EUS,train,4.93,10
sorleku,EUS,train,0.97,7
brau,EUS,train,2.55,4
indartuta,EUS,train,2.73,9
erromesen,EUS,train,2.68,9
maratoian,EUS,train,1.58,9
